Protein,MC4_Rank,MCT_Rank
TGRH88_011340,6094,6595
TGRH88_058230,6095,6376
TGRH88_063700,6096,6021
TGRH88_082350,6097,5710
TGRH88_053690,6098,6581
TGRH88_006030,6099,6490
TGRH88_064920,6100,6205
TGRH88_039450,6101,6551
TGRH88_050510,6102,6119
TGRH88_084340,6103,6508
TGRH88_064310,6104,5637
TGRH88_002130,6105,6351
TGRH88_079600,6106,6040
TGRH88_020800,6107,5800
TGRH88_019010,6108,5559
TGRH88_043900,6109,6138
TGRH88_028000,6110,6605
TGRH88_047660,6111,5820
TGRH88_064390,6112,6258
TGRH88_083170,6113,5396
TGRH88_018940,6114,6546
TGRH88_046800,6115,5227
TGRH88_009550,6116,6624
TGRH88_059370,6117,6610
TGRH88_075600,6118,5829
TGRH88_070160,6119,5223
TGRH88_043700,6120,6271
TGRH88_029460,6121,6335
TGRH88_063390,6122,5598
TGRH88_069340,6123,5745
TGRH88_037060,6124,5552
TGRH88_032620,6125,6412
TGRH88_017490,6126,6334
TGRH88_004790,6127,6259
TGRH88_029470,6128,6370
TGRH88_046630,6129,6640
TGRH88_073920,6130,6257
TGRH88_035080,6131,6097
TGRH88_042000,6132,6611
TGRH88_050160,6133,5921
TGRH88_017650,6134,6297
TGRH88_006230,6135,6519
TGRH88_012060,6136,5370
TGRH88_074590,6137,6580
TGRH88_012200,6138,6030
TGRH88_080780,6139,6342
TGRH88_053910,6140,5939
TGRH88_076420,6141,6499
TGRH88_031780,6142,6042
TGRH88_019720,6143,5886
TGRH88_069780,6144,6573
TGRH88_051280,6145,6168
TGRH88_065880,6146,6203
TGRH88_019020,6147,5531
TGRH88_011250,6148,5842
TGRH88_013060,6149,5904
TGRH88_017690,6150,6571
TGRH88_005410,6151,6356
TGRH88_033410,6152,6677
TGRH88_054650,6153,5640
TGRH88_024650,6154,5881
TGRH88_063180,6155,6638
TGRH88_053820,6156,5847
TGRH88_081780,6157,5786
TGRH88_081670,6158,6443
TGRH88_029030,6159,6409
TGRH88_027250,6160,6617
TGRH88_075750,6161,5794
TGRH88_057590,6162,5681
TGRH88_004360,6163,5983
TGRH88_004670,6164,6013
TGRH88_041760,6165,6482
TGRH88_057340,6166,6663
TGRH88_032140,6167,6099
TGRH88_044340,6168,6454
TGRH88_030260,6169,6000
TGRH88_076040,6170,5880
TGRH88_071030,6171,6238
TGRH88_059010,6172,5863
TGRH88_034990,6173,5898
TGRH88_009900,6174,6253
TGRH88_035820,6175,6399
TGRH88_021830,6176,6536
TGRH88_010640,6177,6189
TGRH88_074710,6178,5448
TGRH88_078880,6179,5680
TGRH88_004750,6180,5945
TGRH88_043040,6181,5964
TGRH88_017170,6182,5572
TGRH88_020140,6183,6461
TGRH88_082420,6184,6515
TGRH88_034130,6185,6497
TGRH88_073830,6186,6317
TGRH88_030880,6187,6227
TGRH88_031270,6188,6703
TGRH88_007460,6189,6398
TGRH88_057400,6190,6655
TGRH88_075400,6191,5296
TGRH88_083180,6192,6374
TGRH88_076750,6193,6625
TGRH88_050100,6194,6261
TGRH88_009190,6195,6734
TGRH88_000450,6196,6016
TGRH88_006800,6197,6627
TGRH88_063170,6198,5486
TGRH88_013370,6199,6215
TGRH88_004400,6200,6688
TGRH88_027300,6201,6452
TGRH88_059410,6202,5556
TGRH88_022820,6203,5337
TGRH88_006350,6204,6631
TGRH88_030280,6205,6498
TGRH88_061270,6206,5837
TGRH88_072120,6207,6667
TGRH88_064250,6208,6414
TGRH88_069140,6209,5661
TGRH88_030850,6210,6628
TGRH88_083250,6211,6100
TGRH88_026190,6212,6687
TGRH88_084000,6213,6588
TGRH88_028920,6214,6041
TGRH88_013110,6215,6103
TGRH88_011370,6216,5510
TGRH88_058210,6217,6147
TGRH88_066040,6218,6046
TGRH88_053030,6219,6509
TGRH88_002530,6220,6312
TGRH88_055290,6221,6403
TGRH88_049320,6222,6547
TGRH88_077110,6223,5913
TGRH88_031620,6224,6101
TGRH88_073870,6225,6009
TGRH88_031550,6226,5741
TGRH88_064280,6227,6622
TGRH88_059560,6228,5720
TGRH88_016850,6229,6430
TGRH88_074770,6230,5919
TGRH88_076920,6231,6572
TGRH88_032980,6232,6023
TGRH88_075930,6233,6612
TGRH88_075700,6234,6582
TGRH88_056260,6235,6132
TGRH88_074490,6236,6107
TGRH88_019770,6237,6210
TGRH88_020650,6238,5856
TGRH88_073940,6239,5530
TGRH88_026250,6240,6407
TGRH88_025180,6241,6124
TGRH88_020920,6242,5395
TGRH88_067180,6243,5943
TGRH88_028950,6244,6763
TGRH88_014120,6245,6157
TGRH88_020860,6246,6115
TGRH88_048240,6247,6664
TGRH88_002600,6248,6541
TGRH88_022880,6249,6264
TGRH88_059860,6250,6362
TGRH88_082270,6251,6652
TGRH88_036540,6252,6736
TGRH88_059430,6253,6724
TGRH88_018620,6254,6033
TGRH88_076850,6255,5933
TGRH88_025780,6256,6462
TGRH88_071610,6257,5401
TGRH88_070260,6258,6460
TGRH88_080010,6259,6322
TGRH88_075470,6260,6729
TGRH88_040880,6261,6727
TGRH88_009520,6262,6432
TGRH88_042170,6263,5804
TGRH88_070220,6264,5845
TGRH88_052290,6265,6770
TGRH88_057800,6266,6722
TGRH88_027410,6267,6650
TGRH88_021710,6268,6700
TGRH88_014140,6269,5631
TGRH88_077250,6270,6563
TGRH88_021620,6271,5920
TGRH88_056760,6272,6696
TGRH88_064520,6273,6745
TGRH88_028430,6274,6619
TGRH88_018420,6275,6294
TGRH88_081300,6276,6037
TGRH88_040450,6277,6672
TGRH88_062150,6278,5817
TGRH88_068520,6279,5912
TGRH88_032890,6280,6543
TGRH88_051270,6281,5811
TGRH88_030890,6282,6791
TGRH88_023570,6283,5789
TGRH88_028870,6284,6378
TGRH88_012270,6285,5973
TGRH88_067400,6286,6332
TGRH88_016980,6287,6525
TGRH88_046100,6288,5701
TGRH88_035250,6289,6327
TGRH88_014250,6290,6266
TGRH88_017280,6291,6789
TGRH88_008690,6292,6608
TGRH88_067410,6293,6701
TGRH88_059620,6294,6055
TGRH88_036240,6295,6806
TGRH88_010230,6296,6288
TGRH88_053660,6297,6188
TGRH88_068920,6298,6630
TGRH88_023990,6299,6416
TGRH88_058820,6300,6286
TGRH88_020820,6301,6609
TGRH88_034000,6302,5901
TGRH88_027050,6303,6725
TGRH88_036580,6304,6436
TGRH88_027420,6305,6812
TGRH88_064810,6306,6245
TGRH88_036690,6307,5871
TGRH88_084310,6308,6629
TGRH88_002050,6309,6718
TGRH88_004680,6310,6803
TGRH88_072220,6311,6026
TGRH88_010780,6312,6433
TGRH88_047810,6313,6564
TGRH88_047190,6314,6691
TGRH88_080170,6315,6699
TGRH88_065400,6316,6180
TGRH88_016560,6317,6659
TGRH88_001980,6318,5846
TGRH88_036920,6319,6775
TGRH88_069550,6320,5959
TGRH88_041470,6321,6678
TGRH88_074510,6322,6455
TGRH88_063840,6323,5836
TGRH88_073190,6324,6053
TGRH88_026490,6325,6528
TGRH88_032340,6326,6459
TGRH88_033630,6327,6402
TGRH88_054020,6328,5826
TGRH88_036620,6329,6250
TGRH88_067890,6330,6726
TGRH88_035550,6331,6444
TGRH88_014110,6332,6813
TGRH88_028860,6333,6562
TGRH88_023930,6334,6757
TGRH88_001150,6335,6074
TGRH88_049660,6336,5894
TGRH88_009410,6337,6805
TGRH88_044590,6338,6326
TGRH88_065260,6339,6680
TGRH88_062370,6340,6233
TGRH88_070420,6341,6784
TGRH88_057880,6342,5657
TGRH88_024460,6343,6712
TGRH88_043650,6344,6649
TGRH88_054690,6345,6510
TGRH88_052820,6346,6837
TGRH88_075050,6347,6483
TGRH88_000430,6348,6874
TGRH88_040040,6349,6209
TGRH88_034720,6350,6583
TGRH88_020600,6351,6077
TGRH88_039580,6352,6634
TGRH88_080280,6353,6516
TGRH88_034880,6354,6330
TGRH88_068790,6355,5807
TGRH88_082570,6356,6594
TGRH88_042560,6357,6862
TGRH88_046740,6358,6400
TGRH88_073410,6359,6320
TGRH88_010690,6360,6860
TGRH88_032110,6361,6476
TGRH88_056660,6362,6709
TGRH88_071830,6363,6069
TGRH88_008250,6364,6557
TGRH88_062260,6365,6190
TGRH88_058360,6366,6586
TGRH88_026930,6367,6865
TGRH88_012170,6368,6603
TGRH88_073170,6369,6502
TGRH88_053010,6370,6447
TGRH88_001920,6371,6890
TGRH88_047990,6372,6720
TGRH88_010810,6373,6783
TGRH88_030090,6374,6479
TGRH88_039650,6375,6895
TGRH88_009700,6376,6599
TGRH88_074460,6377,5696
TGRH88_012830,6378,6025
TGRH88_046400,6379,6545
TGRH88_033470,6380,6851
TGRH88_007500,6381,6590
TGRH88_056790,6382,5896
TGRH88_028840,6383,6788
TGRH88_017540,6384,6308
TGRH88_076460,6385,5542
TGRH88_054420,6386,6827
TGRH88_014130,6387,6148
TGRH88_037900,6388,6171
TGRH88_042610,6389,6022
TGRH88_030160,6390,5780
TGRH88_027800,6391,6756
TGRH88_014160,6392,6382
TGRH88_044150,6393,5887
TGRH88_078920,6394,6695
TGRH88_039570,6395,6179
TGRH88_068110,6396,6019
TGRH88_005540,6397,6801
TGRH88_071060,6398,6395
TGRH88_081500,6399,6262
TGRH88_037260,6400,6151
TGRH88_051390,6401,6296
TGRH88_032640,6402,6673
TGRH88_010050,6403,6829
TGRH88_078600,6404,6255
TGRH88_004200,6405,6844
TGRH88_028550,6406,6014
TGRH88_017820,6407,6001
TGRH88_076890,6408,6386
TGRH88_053520,6409,6839
TGRH88_054470,6410,6496
TGRH88_028490,6411,5897
TGRH88_053990,6412,6501
TGRH88_061260,6413,6284
TGRH88_032880,6414,6121
TGRH88_055710,6415,6848
TGRH88_052890,6416,6391
TGRH88_081550,6417,6643
TGRH88_017660,6418,6343
TGRH88_024790,6419,6669
TGRH88_041570,6420,6540
TGRH88_007910,6421,6847
TGRH88_068980,6422,6500
TGRH88_040340,6423,5558
TGRH88_048880,6424,6747
TGRH88_071720,6425,6309
TGRH88_053880,6426,6451
TGRH88_081060,6427,5628
TGRH88_053760,6428,6879
TGRH88_017710,6429,6477
TGRH88_056820,6430,6906
TGRH88_035190,6431,6512
TGRH88_049680,6432,6641
TGRH88_071840,6433,6080
TGRH88_058600,6434,6660
TGRH88_061630,6435,5953
TGRH88_063620,6436,5750
TGRH88_083140,6437,5946
TGRH88_076770,6438,6413
TGRH88_028100,6439,6437
TGRH88_060180,6440,5872
TGRH88_049130,6441,6578
TGRH88_044660,6442,5686
TGRH88_064150,6443,6410
TGRH88_081730,6444,6446
TGRH88_066450,6445,6897
TGRH88_060290,6446,5687
TGRH88_045330,6447,6319
TGRH88_070630,6448,6894
TGRH88_072240,6449,6276
TGRH88_016050,6450,6772
TGRH88_080110,6451,6249
TGRH88_035770,6452,6613
TGRH88_050410,6453,6390
TGRH88_046600,6454,6646
TGRH88_030860,6455,6252
TGRH88_081170,6456,6401
TGRH88_051680,6457,6651
TGRH88_024410,6458,6197
TGRH88_075990,6459,5967
TGRH88_047200,6460,6503
TGRH88_067810,6461,6870
TGRH88_045610,6462,6802
TGRH88_035740,6463,6576
TGRH88_005000,6464,6093
TGRH88_061200,6465,6393
TGRH88_040230,6466,5810
TGRH88_068680,6467,6280
TGRH88_012400,6468,6793
TGRH88_080140,6469,6098
TGRH88_077320,6470,6566
TGRH88_076360,6471,5952
TGRH88_016830,6472,6267
TGRH88_041220,6473,6856
TGRH88_041000,6474,6908
TGRH88_075980,6475,5738
TGRH88_017100,6476,6842
TGRH88_005110,6477,6514
TGRH88_063750,6478,6854
TGRH88_055410,6479,6632
TGRH88_017810,6480,6971
TGRH88_049580,6481,6186
TGRH88_036280,6482,6311
TGRH88_054500,6483,6855
TGRH88_082610,6484,6241
TGRH88_082210,6485,6900
TGRH88_080360,6486,5991
TGRH88_080310,6487,6556
TGRH88_052860,6488,5909
TGRH88_007600,6489,6931
TGRH88_032420,6490,6128
TGRH88_029770,6491,6826
TGRH88_035650,6492,6018
TGRH88_002800,6493,6421
TGRH88_015840,6494,6903
TGRH88_053020,6495,5930
TGRH88_075080,6496,5816
TGRH88_045350,6497,6492
TGRH88_082700,6498,5801
TGRH88_048230,6499,6953
TGRH88_069390,6500,6251
TGRH88_080500,6501,6875
TGRH88_001600,6502,5918
TGRH88_058470,6503,5758
TGRH88_007930,6504,6689
TGRH88_080980,6505,6876
TGRH88_062070,6506,5747
TGRH88_062920,6507,5938
TGRH88_007000,6508,6364
TGRH88_080100,6509,6635
TGRH88_027390,6510,6994
TGRH88_037950,6511,6936
TGRH88_041680,6512,6559
TGRH88_056460,6513,5958
TGRH88_045540,6514,6486
TGRH88_013830,6515,6938
TGRH88_018840,6516,6216
TGRH88_001560,6517,5771
TGRH88_058160,6518,6949
TGRH88_027630,6519,6733
TGRH88_032270,6520,5764
TGRH88_050800,6521,6711
TGRH88_082630,6522,6201
TGRH88_028090,6523,6917
TGRH88_011180,6524,6982
TGRH88_032120,6525,6864
TGRH88_083290,6526,5888
TGRH88_070740,6527,6976
TGRH88_055100,6528,6339
TGRH88_028180,6529,6177
TGRH88_011790,6530,6654
TGRH88_080300,6531,6972
TGRH88_067480,6532,6113
TGRH88_076500,6533,6428
TGRH88_009230,6534,6817
TGRH88_034190,6535,6178
TGRH88_030450,6536,6191
TGRH88_036460,6537,6270
TGRH88_016650,6538,6738
TGRH88_006300,6539,6315
TGRH88_043250,6540,5995
TGRH88_017310,6541,6084
TGRH88_071920,6542,5784
TGRH88_081260,6543,6526
TGRH88_066440,6544,6999
TGRH88_033240,6545,6614
TGRH88_018170,6546,6523
TGRH88_025030,6547,6458
TGRH88_019080,6548,5885
TGRH88_049080,6549,6166
TGRH88_040990,6550,6200
TGRH88_021340,6551,7054
TGRH88_050060,6552,6777
TGRH88_000290,6553,6424
TGRH88_050910,6554,6133
TGRH88_044690,6555,7005
TGRH88_025800,6556,6167
TGRH88_070100,6557,6978
TGRH88_021800,6558,6491
TGRH88_002380,6559,6932
TGRH88_050150,6560,6263
TGRH88_002510,6561,6861
TGRH88_055240,6562,6202
TGRH88_074970,6563,6548
TGRH88_051190,6564,5766
TGRH88_066990,6565,6152
TGRH88_050790,6566,7006
TGRH88_048460,6567,6896
TGRH88_062590,6568,6383
TGRH88_050180,6569,5709
TGRH88_035400,6570,6268
TGRH88_030740,6571,6925
TGRH88_047010,6572,6094
TGRH88_052340,6573,6965
TGRH88_003700,6574,6706
TGRH88_009610,6575,6467
TGRH88_039900,6576,6928
TGRH88_021670,6577,6620
TGRH88_078980,6578,6243
TGRH88_029780,6579,6340
TGRH88_011130,6580,6713
TGRH88_062750,6581,5591
TGRH88_014880,6582,7016
TGRH88_055530,6583,5648
TGRH88_014650,6584,6666
TGRH88_029200,6585,6082
TGRH88_002030,6586,6404
TGRH88_057560,6587,7028
TGRH88_032460,6588,6530
TGRH88_057820,6589,7035
TGRH88_040730,6590,6275
TGRH88_076100,6591,6985
TGRH88_084350,6592,6743
TGRH88_001990,6593,5785
TGRH88_054090,6594,6304
TGRH88_013020,6595,7020
TGRH88_070400,6596,6681
TGRH88_003560,6597,6951
TGRH88_060100,6598,6240
TGRH88_082520,6599,6441
TGRH88_080020,6600,6005
TGRH88_028910,6601,6892
TGRH88_001530,6602,5950
TGRH88_046570,6603,6217
TGRH88_025250,6604,6984
TGRH88_039790,6605,6185
TGRH88_059770,6606,5783
TGRH88_022660,6607,6749
TGRH88_029100,6608,6647
TGRH88_055560,6609,6158
TGRH88_018690,6610,6208
TGRH88_078150,6611,7044
TGRH88_076680,6612,6739
TGRH88_007070,6613,6481
TGRH88_081000,6614,6139
TGRH88_071880,6615,6488
TGRH88_051720,6616,6969
TGRH88_058930,6617,6781
TGRH88_039660,6618,6293
TGRH88_069950,6619,6544
TGRH88_074870,6620,6375
TGRH88_070960,6621,7077
TGRH88_044950,6622,5727
TGRH88_023890,6623,6708
TGRH88_003810,6624,6986
TGRH88_036560,6625,6637
TGRH88_045660,6626,6230
TGRH88_014600,6627,7026
TGRH88_071420,6628,6707
TGRH88_016500,6629,7002
TGRH88_086480,6630,7049
TGRH88_003310,6631,7134
TGRH88_022790,6632,6816
TGRH88_053800,6633,5907
TGRH88_035570,6634,6902
TGRH88_067760,6635,6995
TGRH88_050810,6636,7083
TGRH88_013480,6637,6529
TGRH88_011770,6638,6776
TGRH88_014580,6639,6029
TGRH88_052990,6640,6836
TGRH88_052430,6641,6797
TGRH88_072760,6642,5957
TGRH88_034970,6643,7061
TGRH88_062910,6644,6517
TGRH88_053230,6645,6310
TGRH88_050830,6646,6218
TGRH88_002280,6647,6314
TGRH88_074440,6648,6299
TGRH88_078290,6649,6028
TGRH88_061810,6650,6565
TGRH88_017900,6651,7085
TGRH88_011820,6652,6657
TGRH88_047130,6653,6450
TGRH88_047210,6654,6522
TGRH88_060150,6655,6392
TGRH88_065170,6656,6859
TGRH88_025550,6657,6685
TGRH88_018030,6658,6615
TGRH88_018020,6659,6964
TGRH88_043300,6660,6550
TGRH88_035960,6661,6574
TGRH88_009810,6662,7113
TGRH88_054910,6663,7010
TGRH88_005490,6664,7097
TGRH88_046020,6665,7107
TGRH88_004120,6666,6768
TGRH88_078660,6667,6442
TGRH88_071370,6668,5975
TGRH88_005700,6669,7129
TGRH88_015640,6670,6639
TGRH88_019680,6671,6811
TGRH88_023080,6672,6244
TGRH88_008310,6673,6924
TGRH88_065600,6674,6116
TGRH88_002210,6675,7009
TGRH88_058800,6676,6338
TGRH88_026990,6677,6893
TGRH88_064820,6678,6313
TGRH88_049400,6679,7079
TGRH88_026360,6680,7182
TGRH88_059030,6681,7071
TGRH88_015220,6682,6946
TGRH88_017220,6683,6867
TGRH88_045830,6684,5974
TGRH88_004950,6685,7093
TGRH88_081830,6686,6966
TGRH88_078590,6687,6762
TGRH88_053620,6688,7179
TGRH88_050220,6689,6598
TGRH88_062060,6690,6786
TGRH88_049060,6691,6485
TGRH88_084300,6692,7024
TGRH88_063600,6693,7151
TGRH88_068010,6694,7169
TGRH88_059690,6695,7141
TGRH88_018140,6696,7194
TGRH88_054940,6697,6746
TGRH88_012670,6698,6495
TGRH88_001020,6699,6606
TGRH88_063890,6700,6363
TGRH88_010110,6701,6658
TGRH88_023190,6702,7052
TGRH88_011810,6703,6766
TGRH88_032800,6704,7037
TGRH88_005210,6705,6506
TGRH88_035120,6706,7063
TGRH88_038920,6707,6846
TGRH88_049710,6708,6468
TGRH88_051550,6709,7162
TGRH88_052460,6710,7065
TGRH88_031250,6711,6937
TGRH88_068100,6712,6656
TGRH88_007880,6713,6105
TGRH88_047420,6714,6131
TGRH88_018880,6715,6679
TGRH88_052090,6716,7039
TGRH88_050870,6717,6694
TGRH88_026860,6718,6174
TGRH88_080050,6719,6825
TGRH88_082670,6720,6111
TGRH88_016130,6721,7007
TGRH88_051440,6722,5980
TGRH88_059180,6723,7208
TGRH88_026960,6724,6940
TGRH88_080660,6725,6511
TGRH88_020350,6726,6438
TGRH88_048270,6727,6968
TGRH88_058390,6728,5931
TGRH88_071280,6729,7195
TGRH88_023130,6730,6960
TGRH88_038130,6731,6354
TGRH88_002170,6732,7235
TGRH88_056480,6733,5889
TGRH88_077810,6734,6898
TGRH88_012820,6735,7170
TGRH88_015240,6736,6888
TGRH88_050850,6737,7166
TGRH88_061320,6738,6742
TGRH88_040120,6739,7245
TGRH88_043050,6740,7190
TGRH88_016780,6741,6754
TGRH88_028820,6742,6170
TGRH88_008930,6743,6505
TGRH88_037850,6744,6236
TGRH88_010400,6745,6901
TGRH88_035170,6746,6916
TGRH88_072410,6747,6232
TGRH88_004370,6748,7017
TGRH88_041500,6749,6165
TGRH88_050050,6750,7082
TGRH88_058510,6751,6731
TGRH88_013750,6752,6653
TGRH88_013780,6753,6818
TGRH88_008860,6754,6220
TGRH88_011210,6755,6943
TGRH88_003220,6756,7143
TGRH88_004660,6757,7193
TGRH88_052360,6758,6073
TGRH88_003610,6759,6735
TGRH88_043830,6760,6961
TGRH88_059730,6761,7231
TGRH88_070770,6762,6298
TGRH88_064190,6763,7201
TGRH88_063930,6764,7058
TGRH88_039290,6765,7146
TGRH88_068700,6766,6067
TGRH88_012770,6767,7227
TGRH88_021880,6768,7104
TGRH88_043760,6769,6790
TGRH88_075840,6770,7067
TGRH88_029960,6771,7274
TGRH88_067570,6772,6884
TGRH88_061550,6773,6176
TGRH88_035510,6774,6542
TGRH88_021440,6775,6983
TGRH88_014360,6776,6909
TGRH88_000880,6777,7076
TGRH88_077040,6778,6767
TGRH88_022640,6779,7047
TGRH88_065990,6780,6626
TGRH88_024100,6781,6592
TGRH88_073340,6782,7238
TGRH88_059670,6783,7269
TGRH88_048840,6784,7283
TGRH88_061490,6785,6926
TGRH88_024050,6786,7296
TGRH88_070290,6787,6921
TGRH88_072650,6788,6494
TGRH88_025470,6789,6872
TGRH88_007110,6790,6957
TGRH88_042030,6791,6346
TGRH88_081030,6792,6751
TGRH88_053190,6793,6350
TGRH88_014610,6794,7145
TGRH88_010580,6795,7096
TGRH88_031840,6796,7060
TGRH88_052420,6797,6160
TGRH88_021210,6798,6956
TGRH88_047680,6799,7073
TGRH88_038390,6800,6954
TGRH88_029160,6801,6758
TGRH88_051530,6802,6279
TGRH88_079110,6803,7040
TGRH88_068610,6804,6863
TGRH88_068370,6805,6693
TGRH88_030510,6806,6478
TGRH88_080830,6807,6575
TGRH88_036800,6808,6534
TGRH88_006580,6809,6567
TGRH88_008950,6810,6429
TGRH88_061640,6811,7234
TGRH88_030680,6812,6644
TGRH88_072720,6813,6394
TGRH88_057110,6814,6737
TGRH88_017570,6815,7038
TGRH88_045220,6816,5893
TGRH88_073260,6817,6155
TGRH88_042700,6818,6973
TGRH88_036060,6819,7132
TGRH88_041870,6820,7286
TGRH88_063770,6821,7244
TGRH88_029060,6822,7211
TGRH88_000680,6823,7117
TGRH88_033180,6824,6912
TGRH88_024220,6825,7171
TGRH88_046460,6826,7189
TGRH88_039970,6827,7228
TGRH88_043520,6828,7321
TGRH88_038490,6829,6750
TGRH88_013160,6830,6975
TGRH88_024040,6831,7326
TGRH88_013070,6832,6941
TGRH88_012970,6833,6804
TGRH88_057670,6834,6877
TGRH88_012190,6835,6229
TGRH88_048490,6836,6675
TGRH88_066270,6837,7256
TGRH88_003680,6838,6911
TGRH88_003260,6839,6449
TGRH88_052610,6840,7127
TGRH88_042540,6841,6532
TGRH88_047760,6842,7089
TGRH88_066980,6843,6769
TGRH88_012310,6844,6348
TGRH88_046870,6845,6341
TGRH88_007520,6846,7133
TGRH88_061400,6847,7221
TGRH88_028810,6848,6456
TGRH88_034540,6849,7120
TGRH88_068190,6850,6520
TGRH88_017410,6851,6181
TGRH88_068050,6852,6049
TGRH88_008070,6853,7036
TGRH88_071780,6854,7174
TGRH88_007640,6855,7186
TGRH88_033790,6856,6379
TGRH88_071640,6857,7155
TGRH88_074600,6858,7226
TGRH88_080030,6859,6698
TGRH88_080600,6860,6274
TGRH88_026290,6861,7050
TGRH88_073270,6862,6878
TGRH88_026410,6863,6853
TGRH88_001750,6864,7278
TGRH88_054820,6865,6246
TGRH88_003580,6866,7213
TGRH88_019870,6867,6083
TGRH88_069800,6868,7324
TGRH88_049220,6869,6596
TGRH88_086330,6870,7246
TGRH88_036010,6871,7292
TGRH88_079320,6872,7270
TGRH88_013340,6873,6135
TGRH88_021520,6874,6834
TGRH88_063950,6875,7318
TGRH88_014660,6876,6979
TGRH88_032630,6877,7066
TGRH88_042930,6878,7131
TGRH88_060450,6879,7297
TGRH88_078370,6880,6316
TGRH88_021280,6881,6513
TGRH88_027330,6882,7013
TGRH88_047450,6883,6764
TGRH88_029610,6884,7311
TGRH88_033610,6885,6822
TGRH88_013960,6886,6952
TGRH88_042410,6887,6858
TGRH88_074410,6888,7032
TGRH88_083030,6889,7218
TGRH88_083710,6890,7216
TGRH88_054900,6891,6621
TGRH88_028150,6892,7157
TGRH88_086320,6893,7243
TGRH88_082360,6894,6031
TGRH88_079190,6895,6907
TGRH88_041940,6896,7081
TGRH88_017700,6897,7356
TGRH88_014530,6898,6457
TGRH88_062240,6899,6991
TGRH88_021200,6900,6535
TGRH88_052170,6901,6472
TGRH88_031950,6902,7331
TGRH88_055400,6903,6730
TGRH88_052130,6904,7382
TGRH88_025650,6905,6633
TGRH88_025120,6906,7276
TGRH88_050660,6907,6318
TGRH88_045920,6908,7075
TGRH88_079530,6909,6962
TGRH88_005150,6910,6955
TGRH88_071580,6911,6869
TGRH88_083240,6912,6686
TGRH88_076250,6913,7351
TGRH88_058110,6914,7328
TGRH88_018550,6915,7130
TGRH88_005430,6916,7217
TGRH88_007810,6917,7369
TGRH88_034910,6918,7212
TGRH88_041330,6919,7167
TGRH88_075780,6920,7041
TGRH88_057450,6921,7294
TGRH88_053140,6922,6918
TGRH88_003510,6923,7301
TGRH88_049960,6924,5968
TGRH88_007140,6925,6832
TGRH88_022070,6926,7236
TGRH88_072790,6927,6841
TGRH88_041920,6928,7021
TGRH88_076800,6929,6043
TGRH88_060380,6930,7031
TGRH88_033860,6931,6537
TGRH88_005590,6932,6992
TGRH88_053270,6933,7090
TGRH88_046490,6934,6682
TGRH88_002240,6935,7379
TGRH88_030960,6936,6662
TGRH88_054810,6937,6944
TGRH88_026750,6938,7105
TGRH88_000910,6939,6830
TGRH88_010100,6940,6065
TGRH88_000760,6941,7416
TGRH88_051170,6942,6715
TGRH88_015100,6943,7023
TGRH88_027820,6944,7137
TGRH88_047150,6945,6417
TGRH88_044330,6946,7242
TGRH88_078300,6947,7280
TGRH88_025110,6948,7152
TGRH88_015020,6949,7136
TGRH88_023250,6950,7399
TGRH88_002230,6951,7312
TGRH88_016820,6952,7008
TGRH88_070270,6953,6607
TGRH88_058970,6954,6981
TGRH88_078860,6955,5954
TGRH88_008420,6956,7068
TGRH88_080340,6957,7114
TGRH88_040710,6958,6445
TGRH88_027850,6959,7265
TGRH88_007310,6960,7122
TGRH88_079500,6961,6815
TGRH88_054610,6962,6593
TGRH88_062760,6963,6840
TGRH88_059920,6964,6469
TGRH88_035850,6965,6549
TGRH88_072250,6966,5890
TGRH88_026970,6967,6996
TGRH88_080230,6968,6702
TGRH88_078340,6969,6387
TGRH88_013190,6970,7334
TGRH88_020080,6971,5947
TGRH88_045640,6972,6824
TGRH88_031920,6973,7429
TGRH88_036000,6974,7004
TGRH88_016710,6975,7187
TGRH88_034090,6976,7368
TGRH88_040630,6977,6785
TGRH88_027180,6978,7003
TGRH88_054010,6979,6873
TGRH88_041860,6980,6997
TGRH88_065300,6981,6970
TGRH88_026240,6982,7365
TGRH88_072320,6983,7281
TGRH88_081390,6984,7022
TGRH88_012570,6985,6464
TGRH88_045400,6986,6883
TGRH88_007610,6987,7000
TGRH88_021790,6988,7343
TGRH88_032910,6989,6527
TGRH88_074050,6990,7282
TGRH88_054700,6991,7393
TGRH88_035180,6992,7279
TGRH88_051860,6993,6939
TGRH88_013280,6994,7263
TGRH88_077010,6995,7406
TGRH88_043220,6996,6740
TGRH88_010660,6997,7319
TGRH88_037150,6998,6771
TGRH88_065580,6999,7181
TGRH88_081350,7000,6930
TGRH88_044550,7001,6671
TGRH88_039810,7002,7158
TGRH88_075020,7003,7099
TGRH88_040490,7004,6265
TGRH88_031730,7005,6336
TGRH88_032450,7006,7447
TGRH88_010340,7007,7045
TGRH88_041900,7008,7295
TGRH88_060300,7009,6453
TGRH88_064670,7010,7293
TGRH88_045870,7011,6914
TGRH88_022540,7012,6823
TGRH88_083720,7013,7396
TGRH88_076870,7014,6539
TGRH88_075810,7015,6426
TGRH88_061900,7016,7414
TGRH88_049330,7017,7366
TGRH88_027660,7018,6778
TGRH88_061350,7019,7247
TGRH88_030780,7020,7322
TGRH88_043620,7021,6795
TGRH88_042630,7022,7329
TGRH88_068650,7023,6798
TGRH88_050350,7024,7163
TGRH88_039850,7025,6765
