Protein,Copeland_Score,Copeland_Rank
TGRH88_068100,-21438.00873,6503
TGRH88_080250,-21450.00874,6504
TGRH88_037830,-21460.00874,6505
TGRH88_035550,-21480.00875,6506
TGRH88_068980,-21480.00875,6507
TGRH88_063160,-21488.00875,6508
TGRH88_033450,-21488.00875,6509
TGRH88_019640,-21510.00876,6510
TGRH88_045180,-21512.00876,6511
TGRH88_054470,-21522.00877,6512
TGRH88_067000,-21524.00877,6513
TGRH88_012360,-21528.00877,6514
TGRH88_009260,-21540.00877,6515
TGRH88_026820,-21540.00877,6516
TGRH88_010780,-21542.00878,6517
TGRH88_028850,-21560.00878,6518
TGRH88_047450,-21598.0088,6519
TGRH88_053990,-21612.0088,6520
TGRH88_065970,-21630.00881,6521
TGRH88_015640,-21634.00881,6522
TGRH88_033930,-21638.00881,6523
TGRH88_030090,-21642.00882,6524
TGRH88_003100,-21642.00882,6525
TGRH88_032110,-21666.00883,6526
TGRH88_015430,-21670.00883,6527
TGRH88_065740,-21674.00883,6528
TGRH88_000200,-21676.00883,6529
TGRH88_080780,-21682.00883,6530
TGRH88_017490,-21684.00883,6531
TGRH88_036580,-21686.00883,6532
TGRH88_070870,-21694.00884,6533
TGRH88_053720,-21696.00884,6534
TGRH88_032340,-21706.00884,6535
TGRH88_035190,-21714.00885,6536
TGRH88_029460,-21716.00885,6537
TGRH88_080640,-21724.00885,6538
TGRH88_022190,-21732.00885,6539
TGRH88_048010,-21742.00886,6540
TGRH88_006950,-21742.00886,6541
TGRH88_041680,-21760.00886,6542
TGRH88_052870,-21764.00887,6543
TGRH88_083180,-21770.00887,6544
TGRH88_074510,-21772.00887,6545
TGRH88_086430,-21772.00887,6546
TGRH88_072260,-21772.00887,6547
TGRH88_065120,-21778.00887,6548
TGRH88_079500,-21782.00887,6549
TGRH88_010110,-21784.00887,6550
TGRH88_048830,-21814.00889,6551
TGRH88_057110,-21816.00889,6552
TGRH88_056410,-21818.00889,6553
TGRH88_023000,-21822.00889,6554
TGRH88_045640,-21830.00889,6555
TGRH88_056630,-21832.00889,6556
TGRH88_026250,-21842.0089,6557
TGRH88_005070,-21844.0089,6558
TGRH88_052550,-21870.00891,6559
TGRH88_025730,-21874.00891,6560
TGRH88_072310,-21912.00893,6561
TGRH88_019370,-21912.00893,6562
TGRH88_005410,-21916.00893,6563
TGRH88_029720,-21922.00893,6564
TGRH88_018880,-21928.00893,6565
TGRH88_062820,-21932.00893,6566
TGRH88_038490,-21938.00894,6567
TGRH88_032290,-21946.00894,6568
TGRH88_036660,-21948.00894,6569
TGRH88_035210,-21978.00895,6570
TGRH88_002540,-21996.00896,6571
TGRH88_043790,-22008.00896,6572
TGRH88_009520,-22020.00897,6573
TGRH88_058130,-22030.00897,6574
TGRH88_055290,-22036.00898,6575
TGRH88_037880,-22042.00898,6576
TGRH88_036560,-22048.00898,6577
TGRH88_021030,-22050.00898,6578
TGRH88_081090,-22062.00899,6579
TGRH88_080310,-22062.00899,6580
TGRH88_075050,-22068.00899,6581
TGRH88_073170,-22092.009,6582
TGRH88_074270,-22104.009,6583
TGRH88_005450,-22126.00901,6584
TGRH88_050870,-22130.00901,6585
TGRH88_011820,-22162.00903,6586
TGRH88_050130,-22166.00903,6587
TGRH88_062760,-22172.00903,6588
TGRH88_066980,-22176.00903,6589
TGRH88_000910,-22190.00904,6590
TGRH88_054970,-22214.00905,6591
TGRH88_026730,-22216.00905,6592
TGRH88_034650,-22220.00905,6593
TGRH88_007460,-22250.00906,6594
TGRH88_021670,-22254.00907,6595
TGRH88_050340,-22272.00907,6596
TGRH88_058510,-22284.00908,6597
TGRH88_074560,-22290.00908,6598
TGRH88_036960,-22294.00908,6599
TGRH88_003610,-22296.00908,6600
TGRH88_005470,-22302.00908,6601
TGRH88_037050,-22322.00909,6602
TGRH88_079930,-22330.0091,6603
TGRH88_008080,-22342.0091,6604
TGRH88_065290,-22344.0091,6605
TGRH88_027770,-22344.0091,6606
TGRH88_064250,-22354.00911,6607
TGRH88_081030,-22362.00911,6608
TGRH88_041570,-22366.00911,6609
TGRH88_082510,-22366.00911,6610
TGRH88_077320,-22370.00911,6611
TGRH88_029160,-22372.00911,6612
TGRH88_029100,-22376.00911,6613
TGRH88_021490,-22380.00912,6614
TGRH88_019780,-22380.00912,6615
TGRH88_002130,-22398.00912,6616
TGRH88_030920,-22408.00913,6617
TGRH88_007140,-22418.00913,6618
TGRH88_015360,-22436.00914,6619
TGRH88_035820,-22440.00914,6620
TGRH88_029470,-22448.00914,6621
TGRH88_075090,-22456.00915,6622
TGRH88_002740,-22458.00915,6623
TGRH88_007850,-22468.00915,6624
TGRH88_004920,-22474.00915,6625
TGRH88_016850,-22476.00916,6626
TGRH88_075060,-22478.00916,6627
TGRH88_017730,-22490.00916,6628
TGRH88_041730,-22490.00916,6629
TGRH88_057080,-22496.00916,6630
TGRH88_070260,-22498.00916,6631
TGRH88_033240,-22498.00916,6632
TGRH88_038150,-22504.00917,6633
TGRH88_071250,-22506.00917,6634
TGRH88_069770,-22516.00917,6635
TGRH88_072790,-22552.00919,6636
TGRH88_063690,-22554.00919,6637
TGRH88_054010,-22558.00919,6638
TGRH88_025780,-22566.00919,6639
TGRH88_000620,-22576.0092,6640
TGRH88_025550,-22580.0092,6641
TGRH88_054690,-22586.0092,6642
TGRH88_028480,-22590.0092,6643
TGRH88_000860,-22606.00921,6644
TGRH88_067380,-22608.00921,6645
TGRH88_059130,-22618.00921,6646
TGRH88_000470,-22618.00921,6647
TGRH88_045400,-22638.00922,6648
TGRH88_008510,-22644.00922,6649
TGRH88_080280,-22644.00922,6650
TGRH88_061320,-22648.00923,6651
TGRH88_014740,-22656.00923,6652
TGRH88_061080,-22684.00924,6653
TGRH88_016970,-22688.00924,6654
TGRH88_033610,-22688.00924,6655
TGRH88_037040,-22690.00924,6656
TGRH88_077040,-22692.00924,6657
TGRH88_013920,-22698.00925,6658
TGRH88_056180,-22712.00925,6659
TGRH88_035740,-22716.00925,6660
TGRH88_054110,-22722.00926,6661
TGRH88_006330,-22742.00926,6662
TGRH88_047970,-22752.00927,6663
TGRH88_004690,-22762.00927,6664
TGRH88_023610,-22764.00927,6665
TGRH88_009470,-22770.00928,6666
TGRH88_053890,-22808.00929,6667
TGRH88_029030,-22836.0093,6668
TGRH88_030410,-22842.0093,6669
TGRH88_017510,-22864.00931,6670
TGRH88_001650,-22896.00933,6671
TGRH88_034340,-22898.00933,6672
TGRH88_053550,-22902.00933,6673
TGRH88_046580,-22906.00933,6674
TGRH88_069330,-22906.00933,6675
TGRH88_059700,-22908.00933,6676
TGRH88_023770,-22910.00933,6677
TGRH88_016780,-22916.00933,6678
TGRH88_058230,-22918.00934,6679
TGRH88_012970,-22920.00934,6680
TGRH88_029150,-22936.00934,6681
TGRH88_045870,-22948.00935,6682
TGRH88_058070,-22948.00935,6683
TGRH88_021520,-22960.00935,6684
TGRH88_002630,-22980.00936,6685
TGRH88_000240,-22996.00937,6686
TGRH88_009570,-23006.00937,6687
TGRH88_049130,-23018.00938,6688
TGRH88_014650,-23044.00939,6689
TGRH88_046400,-23054.00939,6690
TGRH88_039840,-23056.00939,6691
TGRH88_042980,-23066.0094,6692
TGRH88_080840,-23084.0094,6693
TGRH88_027300,-23110.00941,6694
TGRH88_023620,-23124.00942,6695
TGRH88_080880,-23128.00942,6696
TGRH88_051750,-23138.00943,6697
TGRH88_071550,-23142.00943,6698
TGRH88_024180,-23160.00943,6699
TGRH88_062550,-23164.00944,6700
TGRH88_042410,-23168.00944,6701
TGRH88_071580,-23168.00944,6702
TGRH88_040100,-23172.00944,6703
TGRH88_031010,-23174.00944,6704
TGRH88_004570,-23174.00944,6705
TGRH88_070400,-23188.00945,6706
TGRH88_012010,-23188.00945,6707
TGRH88_079670,-23228.00946,6708
TGRH88_067870,-23228.00946,6709
TGRH88_078270,-23232.00946,6710
TGRH88_050400,-23244.00947,6711
TGRH88_060260,-23246.00947,6712
TGRH88_054940,-23258.00947,6713
TGRH88_008340,-23258.00947,6714
TGRH88_082450,-23260.00947,6715
TGRH88_024330,-23282.00948,6716
TGRH88_026490,-23286.00949,6717
TGRH88_007530,-23286.00949,6718
TGRH88_071420,-23296.00949,6719
TGRH88_049800,-23300.00949,6720
TGRH88_040430,-23302.00949,6721
TGRH88_043760,-23306.00949,6722
TGRH88_080100,-23308.00949,6723
TGRH88_002330,-23308.00949,6724
TGRH88_081350,-23312.0095,6725
TGRH88_032620,-23316.0095,6726
TGRH88_012580,-23348.00951,6727
TGRH88_042430,-23356.00951,6728
TGRH88_045130,-23370.00952,6729
TGRH88_023890,-23372.00952,6730
TGRH88_011790,-23376.00952,6731
TGRH88_026410,-23408.00954,6732
TGRH88_020140,-23422.00954,6733
TGRH88_008250,-23438.00955,6734
TGRH88_044340,-23450.00955,6735
TGRH88_026020,-23458.00956,6736
TGRH88_081670,-23460.00956,6737
TGRH88_002450,-23474.00956,6738
TGRH88_035770,-23478.00956,6739
TGRH88_011810,-23490.00957,6740
TGRH88_023150,-23496.00957,6741
TGRH88_051860,-23514.00958,6742
TGRH88_061410,-23526.00958,6743
TGRH88_035610,-23528.00958,6744
TGRH88_047550,-23528.00958,6745
TGRH88_033190,-23530.00958,6746
TGRH88_005050,-23538.00959,6747
TGRH88_047490,-23540.00959,6748
TGRH88_055410,-23582.00961,6749
TGRH88_072040,-23584.00961,6750
TGRH88_078590,-23600.00961,6751
TGRH88_081910,-23606.00962,6752
TGRH88_039010,-23624.00962,6753
TGRH88_003890,-23626.00962,6754
TGRH88_003860,-23630.00963,6755
TGRH88_009480,-23630.00963,6756
TGRH88_032480,-23636.00963,6757
TGRH88_028330,-23640.00963,6758
TGRH88_030830,-23644.00963,6759
TGRH88_016980,-23686.00965,6760
TGRH88_055550,-23696.00965,6761
TGRH88_010200,-23702.00966,6762
TGRH88_018680,-23702.00966,6763
TGRH88_007830,-23712.00966,6764
TGRH88_061070,-23712.00966,6765
TGRH88_002950,-23716.00966,6766
TGRH88_003470,-23718.00966,6767
TGRH88_028860,-23734.00967,6768
TGRH88_024880,-23736.00967,6769
TGRH88_024380,-23752.00968,6770
TGRH88_063960,-23762.00968,6771
TGRH88_022830,-23770.00968,6772
TGRH88_084480,-23796.00969,6773
TGRH88_073270,-23848.00971,6774
TGRH88_043460,-23864.00972,6775
TGRH88_003700,-23866.00972,6776
TGRH88_061880,-23882.00973,6777
TGRH88_007500,-23888.00973,6778
TGRH88_013780,-23888.00973,6779
TGRH88_073780,-23894.00973,6780
TGRH88_084370,-23906.00974,6781
TGRH88_016680,-23910.00974,6782
TGRH88_048020,-23910.00974,6783
TGRH88_030280,-23912.00974,6784
TGRH88_027430,-23922.00974,6785
TGRH88_011130,-23922.00974,6786
TGRH88_062800,-23924.00975,6787
TGRH88_053140,-23942.00975,6788
TGRH88_004120,-23942.00975,6789
TGRH88_027700,-23946.00975,6790
TGRH88_058360,-23954.00976,6791
TGRH88_040090,-23960.00976,6792
TGRH88_004580,-23976.00977,6793
TGRH88_013550,-23976.00977,6794
TGRH88_076680,-23978.00977,6795
TGRH88_053030,-24022.00979,6796
TGRH88_024010,-24026.00979,6797
TGRH88_047810,-24026.00979,6798
TGRH88_000530,-24034.00979,6799
TGRH88_032890,-24046.0098,6800
TGRH88_046600,-24054.0098,6801
TGRH88_002360,-24054.0098,6802
TGRH88_033720,-24058.0098,6803
TGRH88_075830,-24072.00981,6804
TGRH88_062060,-24074.00981,6805
TGRH88_079190,-24076.00981,6806
TGRH88_080400,-24078.00981,6807
TGRH88_036650,-24084.00981,6808
TGRH88_057670,-24086.00981,6809
TGRH88_057280,-24090.00981,6810
TGRH88_051680,-24096.00982,6811
TGRH88_034130,-24098.00982,6812
TGRH88_065300,-24100.00982,6813
TGRH88_051710,-24104.00982,6814
TGRH88_011690,-24108.00982,6815
TGRH88_034720,-24112.00982,6816
TGRH88_054810,-24114.00982,6817
TGRH88_041760,-24116.00982,6818
TGRH88_022470,-24142.00983,6819
TGRH88_009700,-24150.00984,6820
TGRH88_068610,-24162.00984,6821
TGRH88_022050,-24166.00984,6822
TGRH88_063320,-24180.00985,6823
TGRH88_019410,-24186.00985,6824
TGRH88_027230,-24198.00986,6825
TGRH88_003910,-24210.00986,6826
TGRH88_031820,-24210.00986,6827
TGRH88_057850,-24210.00986,6828
TGRH88_049680,-24232.00987,6829
TGRH88_082570,-24268.00989,6830
TGRH88_001860,-24272.00989,6831
TGRH88_016290,-24290.00989,6832
TGRH88_022660,-24296.0099,6833
TGRH88_034940,-24304.0099,6834
TGRH88_036250,-24306.0099,6835
TGRH88_082400,-24308.0099,6836
TGRH88_084350,-24308.0099,6837
TGRH88_012170,-24314.0099,6838
TGRH88_039530,-24326.00991,6839
TGRH88_041610,-24340.00991,6840
TGRH88_007930,-24340.00991,6841
TGRH88_037740,-24342.00992,6842
TGRH88_023780,-24348.00992,6843
TGRH88_002600,-24370.00993,6844
TGRH88_012560,-24378.00993,6845
TGRH88_028380,-24394.00994,6846
TGRH88_080940,-24412.00994,6847
TGRH88_065010,-24424.00995,6848
TGRH88_079440,-24438.00995,6849
TGRH88_046450,-24448.00996,6850
TGRH88_011770,-24452.00996,6851
TGRH88_080050,-24458.00996,6852
TGRH88_081550,-24464.00997,6853
TGRH88_061540,-24474.00997,6854
TGRH88_050800,-24484.00997,6855
TGRH88_079610,-24488.00998,6856
TGRH88_004390,-24490.00998,6857
TGRH88_057220,-24496.00998,6858
TGRH88_077250,-24500.00998,6859
TGRH88_014950,-24516.00999,6860
TGRH88_063190,-24534.00999,6861
TGRH88_025470,-24538.01,6862
TGRH88_007230,-24542.01,6863
TGRH88_010300,-24552.01,6864
TGRH88_058970,-24556.01,6865
TGRH88_049310,-24562.01001,6866
TGRH88_077400,-24572.01001,6867
TGRH88_022730,-24584.01001,6868
TGRH88_082420,-24590.01002,6869
TGRH88_022590,-24596.01002,6870
TGRH88_005040,-24596.01002,6871
TGRH88_080800,-24614.01003,6872
TGRH88_049380,-24618.01003,6873
TGRH88_016420,-24630.01003,6874
TGRH88_038910,-24644.01004,6875
TGRH88_033850,-24644.01004,6876
TGRH88_044730,-24650.01004,6877
TGRH88_077290,-24664.01005,6878
TGRH88_058600,-24666.01005,6879
TGRH88_041860,-24704.01006,6880
TGRH88_076420,-24706.01006,6881
TGRH88_005150,-24706.01006,6882
TGRH88_003680,-24728.01007,6883
TGRH88_074680,-24736.01008,6884
TGRH88_007610,-24738.01008,6885
TGRH88_069930,-24758.01009,6886
TGRH88_019680,-24766.01009,6887
TGRH88_063920,-24770.01009,6888
TGRH88_035520,-24772.01009,6889
TGRH88_008880,-24788.0101,6890
TGRH88_058930,-24792.0101,6891
TGRH88_067570,-24798.0101,6892
TGRH88_079530,-24802.0101,6893
TGRH88_016650,-24804.0101,6894
TGRH88_027180,-24806.0101,6895
TGRH88_026970,-24814.01011,6896
TGRH88_050490,-24818.01011,6897
TGRH88_052430,-24822.01011,6898
TGRH88_055430,-24824.01011,6899
TGRH88_013960,-24834.01012,6900
TGRH88_033180,-24848.01012,6901
TGRH88_036000,-24862.01013,6902
TGRH88_054960,-24870.01013,6903
TGRH88_028610,-24872.01013,6904
TGRH88_032970,-24880.01013,6905
TGRH88_049320,-24886.01014,6906
TGRH88_027630,-24902.01014,6907
TGRH88_016800,-24912.01015,6908
TGRH88_038920,-24920.01015,6909
TGRH88_072180,-24922.01015,6910
TGRH88_060860,-24928.01015,6911
TGRH88_024790,-24932.01016,6912
TGRH88_001940,-24948.01016,6913
TGRH88_040600,-24980.01018,6914
TGRH88_035030,-24990.01018,6915
TGRH88_057420,-24994.01018,6916
TGRH88_006030,-25006.01019,6917
TGRH88_000850,-25010.01019,6918
TGRH88_078040,-25012.01019,6919
TGRH88_039580,-25012.01019,6920
TGRH88_054780,-25064.01021,6921
TGRH88_021830,-25076.01021,6922
TGRH88_081390,-25096.01022,6923
TGRH88_020820,-25114.01023,6924
TGRH88_049860,-25124.01023,6925
TGRH88_004860,-25136.01024,6926
TGRH88_016820,-25150.01024,6927
TGRH88_005590,-25158.01025,6928
TGRH88_042440,-25164.01025,6929
TGRH88_009820,-25168.01025,6930
TGRH88_022790,-25184.01026,6931
TGRH88_029420,-25188.01026,6932
TGRH88_004870,-25200.01027,6933
TGRH88_008690,-25204.01027,6934
TGRH88_077430,-25218.01027,6935
TGRH88_032640,-25226.01028,6936
TGRH88_074980,-25238.01028,6937
TGRH88_040850,-25244.01028,6938
TGRH88_013070,-25246.01028,6939
TGRH88_076920,-25248.01028,6940
TGRH88_006230,-25270.01029,6941
TGRH88_015240,-25282.0103,6942
TGRH88_043650,-25298.01031,6943
TGRH88_038550,-25300.01031,6944
TGRH88_006730,-25328.01032,6945
TGRH88_055590,-25332.01032,6946
TGRH88_039500,-25344.01032,6947
TGRH88_014660,-25346.01032,6948
TGRH88_034610,-25348.01033,6949
TGRH88_074010,-25358.01033,6950
TGRH88_083160,-25364.01033,6951
TGRH88_014360,-25372.01034,6952
TGRH88_058270,-25390.01034,6953
TGRH88_070290,-25402.01035,6954
TGRH88_044560,-25418.01035,6955
TGRH88_084340,-25420.01035,6956
TGRH88_012530,-25430.01036,6957
TGRH88_050060,-25438.01036,6958
TGRH88_075700,-25440.01036,6959
TGRH88_052990,-25442.01036,6960
TGRH88_003460,-25444.01036,6961
TGRH88_084310,-25446.01037,6962
TGRH88_000670,-25460.01037,6963
TGRH88_038220,-25464.01037,6964
TGRH88_062240,-25472.01038,6965
TGRH88_061490,-25472.01038,6966
TGRH88_017220,-25484.01038,6967
TGRH88_077810,-25500.01039,6968
TGRH88_033730,-25500.01039,6969
TGRH88_079020,-25512.01039,6970
TGRH88_010400,-25516.01039,6971
TGRH88_022550,-25520.0104,6972
TGRH88_049370,-25522.0104,6973
TGRH88_010340,-25530.0104,6974
TGRH88_068920,-25536.0104,6975
TGRH88_015100,-25542.0104,6976
TGRH88_075630,-25542.0104,6977
TGRH88_028430,-25554.01041,6978
TGRH88_024830,-25556.01041,6979
TGRH88_065170,-25584.01042,6980
TGRH88_051820,-25592.01042,6981
TGRH88_026140,-25594.01043,6982
TGRH88_023160,-25608.01043,6983
TGRH88_041920,-25624.01044,6984
TGRH88_060730,-25636.01044,6985
TGRH88_030150,-25638.01044,6986
TGRH88_060750,-25660.01045,6987
TGRH88_063430,-25690.01046,6988
TGRH88_021290,-25734.01048,6989
TGRH88_078920,-25740.01049,6990
TGRH88_038390,-25754.01049,6991
TGRH88_035170,-25756.01049,6992
TGRH88_040660,-25758.01049,6993
TGRH88_077690,-25760.01049,6994
TGRH88_070510,-25780.0105,6995
TGRH88_013160,-25798.01051,6996
TGRH88_084000,-25818.01052,6997
TGRH88_056140,-25830.01052,6998
TGRH88_037680,-25832.01052,6999
TGRH88_036410,-25832.01052,7000
TGRH88_080440,-25836.01052,7001
TGRH88_042700,-25844.01053,7002
TGRH88_021210,-25846.01053,7003
TGRH88_061290,-25860.01053,7004
TGRH88_051910,-25872.01054,7005
TGRH88_072100,-25892.01055,7006
TGRH88_060380,-25910.01055,7007
TGRH88_060840,-25910.01055,7008
TGRH88_082780,-25936.01057,7009
TGRH88_016560,-25948.01057,7010
TGRH88_054040,-25950.01057,7011
TGRH88_074820,-25966.01058,7012
TGRH88_007110,-25968.01058,7013
TGRH88_063050,-25972.01058,7014
TGRH88_027330,-25976.01058,7015
TGRH88_075930,-25990.01059,7016
TGRH88_026990,-26028.0106,7017
TGRH88_011210,-26056.01061,7018
TGRH88_042380,-26064.01062,7019
TGRH88_033200,-26070.01062,7020
TGRH88_065260,-26074.01062,7021
TGRH88_042310,-26084.01063,7022
TGRH88_009730,-26088.01063,7023
TGRH88_012210,-26092.01063,7024
TGRH88_073630,-26098.01063,7025
TGRH88_034280,-26118.01064,7026
TGRH88_048390,-26126.01064,7027
TGRH88_066470,-26136.01065,7028
TGRH88_058280,-26162.01066,7029
TGRH88_021990,-26174.01066,7030
TGRH88_034800,-26178.01066,7031
TGRH88_039550,-26178.01066,7032
TGRH88_018940,-26186.01067,7033
TGRH88_009930,-26190.01067,7034
TGRH88_017690,-26196.01067,7035
TGRH88_041470,-26220.01068,7036
TGRH88_082970,-26230.01068,7037
TGRH88_053590,-26244.01069,7038
TGRH88_025210,-26248.01069,7039
TGRH88_074180,-26264.0107,7040
TGRH88_075780,-26270.0107,7041
TGRH88_027410,-26272.0107,7042
TGRH88_047990,-26284.01071,7043
TGRH88_069560,-26292.01071,7044
TGRH88_064280,-26296.01071,7045
TGRH88_070490,-26298.01071,7046
TGRH88_082070,-26304.01071,7047
TGRH88_056660,-26308.01072,7048
TGRH88_069780,-26320.01072,7049
TGRH88_041150,-26322.01072,7050
TGRH88_048880,-26322.01072,7051
TGRH88_026960,-26340.01073,7052
TGRH88_045890,-26348.01073,7053
TGRH88_014870,-26352.01073,7054
TGRH88_043830,-26352.01073,7055
TGRH88_009230,-26356.01074,7056
TGRH88_074410,-26362.01074,7057
TGRH88_064930,-26386.01075,7058
TGRH88_031250,-26408.01076,7059
TGRH88_039450,-26432.01077,7060
TGRH88_002620,-26438.01077,7061
TGRH88_053500,-26444.01077,7062
TGRH88_016050,-26456.01078,7063
TGRH88_065570,-26468.01078,7064
TGRH88_050740,-26468.01078,7065
TGRH88_083280,-26478.01079,7066
TGRH88_015800,-26486.01079,7067
TGRH88_021440,-26506.0108,7068
TGRH88_082270,-26510.0108,7069
TGRH88_054750,-26524.0108,7070
TGRH88_047190,-26528.01081,7071
TGRH88_008420,-26546.01081,7072
TGRH88_030850,-26560.01082,7073
TGRH88_010970,-26562.01082,7074
TGRH88_039470,-26562.01082,7075
TGRH88_024460,-26566.01082,7076
TGRH88_002670,-26576.01083,7077
TGRH88_007030,-26582.01083,7078
TGRH88_075020,-26606.01084,7079
TGRH88_042240,-26610.01084,7080
TGRH88_040450,-26634.01085,7081
TGRH88_076480,-26644.01085,7082
TGRH88_023130,-26648.01086,7083
TGRH88_074590,-26654.01086,7084
TGRH88_078060,-26654.01086,7085
TGRH88_069660,-26660.01086,7086
TGRH88_080170,-26668.01086,7087
TGRH88_082690,-26674.01087,7088
TGRH88_039610,-26674.01087,7089
TGRH88_008310,-26686.01087,7090
TGRH88_026700,-26690.01087,7091
TGRH88_071160,-26710.01088,7092
TGRH88_006800,-26712.01088,7093
TGRH88_012400,-26712.01088,7094
TGRH88_006350,-26714.01088,7095
TGRH88_052940,-26726.01089,7096
TGRH88_076750,-26726.01089,7097
TGRH88_035570,-26728.01089,7098
TGRH88_048870,-26730.01089,7099
TGRH88_002510,-26732.01089,7100
TGRH88_048690,-26738.01089,7101
TGRH88_048270,-26752.0109,7102
TGRH88_083270,-26752.0109,7103
TGRH88_053600,-26782.01091,7104
TGRH88_031060,-26792.01091,7105
TGRH88_027800,-26810.01092,7106
TGRH88_025020,-26816.01092,7107
TGRH88_003920,-26850.01094,7108
TGRH88_034350,-26852.01094,7109
TGRH88_062780,-26870.01095,7110
TGRH88_028910,-26874.01095,7111
TGRH88_008070,-26890.01095,7112
TGRH88_015220,-26894.01096,7113
TGRH88_061330,-26896.01096,7114
TGRH88_048240,-26902.01096,7115
TGRH88_045630,-26924.01097,7116
TGRH88_067410,-26930.01097,7117
TGRH88_067890,-26930.01097,7118
TGRH88_082530,-26934.01097,7119
TGRH88_065960,-26936.01097,7120
TGRH88_027250,-26948.01098,7121
TGRH88_045610,-26950.01098,7122
TGRH88_003080,-26952.01098,7123
TGRH88_029770,-26972.01099,7124
TGRH88_078790,-26972.01099,7125
TGRH88_058050,-27002.011,7126
TGRH88_012370,-27008.011,7127
TGRH88_002050,-27010.011,7128
TGRH88_076630,-27026.01101,7129
TGRH88_003010,-27068.01103,7130
TGRH88_040150,-27080.01103,7131
TGRH88_079970,-27092.01104,7132
TGRH88_067540,-27100.01104,7133
TGRH88_022370,-27110.01104,7134
TGRH88_054160,-27114.01104,7135
TGRH88_045920,-27116.01105,7136
TGRH88_037190,-27130.01105,7137
TGRH88_077280,-27140.01106,7138
TGRH88_053690,-27140.01106,7139
TGRH88_002340,-27146.01106,7140
TGRH88_027730,-27156.01106,7141
TGRH88_081830,-27168.01107,7142
TGRH88_053270,-27170.01107,7143
TGRH88_056760,-27172.01107,7144
TGRH88_027050,-27184.01107,7145
TGRH88_056640,-27186.01107,7146
TGRH88_047950,-27192.01108,7147
TGRH88_026290,-27192.01108,7148
TGRH88_023470,-27196.01108,7149
TGRH88_022520,-27198.01108,7150
TGRH88_079780,-27204.01108,7151
TGRH88_032120,-27206.01108,7152
TGRH88_067170,-27214.01109,7153
TGRH88_050930,-27244.0111,7154
TGRH88_024170,-27248.0111,7155
TGRH88_021710,-27250.0111,7156
TGRH88_042000,-27264.01111,7157
TGRH88_041710,-27272.01111,7158
TGRH88_024030,-27280.01111,7159
TGRH88_039920,-27288.01112,7160
TGRH88_002640,-27290.01112,7161
TGRH88_080340,-27294.01112,7162
TGRH88_009890,-27302.01112,7163
TGRH88_074040,-27318.01113,7164
TGRH88_056000,-27320.01113,7165
TGRH88_057400,-27326.01113,7166
TGRH88_078750,-27340.01114,7167
TGRH88_041940,-27344.01114,7168
TGRH88_032630,-27344.01114,7169
TGRH88_053040,-27352.01114,7170
TGRH88_026750,-27356.01114,7171
TGRH88_017620,-27356.01114,7172
TGRH88_048460,-27370.01115,7173
TGRH88_021870,-27370.01115,7174
TGRH88_071070,-27378.01115,7175
TGRH88_017570,-27382.01115,7176
TGRH88_023980,-27396.01116,7177
TGRH88_007310,-27400.01116,7178
TGRH88_050350,-27416.01117,7179
TGRH88_017100,-27426.01117,7180
TGRH88_011340,-27428.01117,7181
TGRH88_018020,-27448.01118,7182
TGRH88_059370,-27468.01119,7183
TGRH88_028000,-27476.01119,7184
TGRH88_023930,-27492.0112,7185
TGRH88_063180,-27492.0112,7186
TGRH88_004370,-27506.0112,7187
TGRH88_072120,-27508.01121,7188
TGRH88_054500,-27558.01123,7189
TGRH88_017750,-27568.01123,7190
TGRH88_049470,-27578.01123,7191
TGRH88_039810,-27582.01124,7192
TGRH88_010810,-27586.01124,7193
TGRH88_016130,-27594.01124,7194
TGRH88_015450,-27596.01124,7195
TGRH88_079110,-27598.01124,7196
TGRH88_063750,-27600.01124,7197
TGRH88_028840,-27614.01125,7198
TGRH88_057800,-27636.01126,7199
TGRH88_013350,-27640.01126,7200
TGRH88_061940,-27656.01127,7201
TGRH88_041220,-27668.01127,7202
TGRH88_080980,-27696.01128,7203
TGRH88_036030,-27702.01128,7204
TGRH88_039820,-27706.01129,7205
TGRH88_006600,-27706.01129,7206
TGRH88_005540,-27712.01129,7207
TGRH88_026190,-27718.01129,7208
TGRH88_009550,-27728.0113,7209
TGRH88_041480,-27754.01131,7210
TGRH88_080500,-27768.01131,7211
TGRH88_040880,-27770.01131,7212
TGRH88_059430,-27800.01132,7213
TGRH88_031860,-27810.01133,7214
TGRH88_015020,-27816.01133,7215
TGRH88_079450,-27820.01133,7216
TGRH88_050770,-27820.01133,7217
TGRH88_017850,-27824.01133,7218
TGRH88_039900,-27830.01134,7219
TGRH88_075470,-27836.01134,7220
TGRH88_065580,-27850.01134,7221
TGRH88_025290,-27856.01135,7222
TGRH88_029970,-27858.01135,7223
TGRH88_030740,-27862.01135,7224
TGRH88_019710,-27864.01135,7225
TGRH88_057340,-27880.01136,7226
TGRH88_004400,-27890.01136,7227
TGRH88_046630,-27892.01136,7228
TGRH88_027820,-27908.01137,7229
TGRH88_049610,-27920.01137,7230
TGRH88_003560,-27946.01138,7231
TGRH88_010570,-27982.0114,7232
TGRH88_030810,-27990.0114,7233
TGRH88_020750,-27990.0114,7234
TGRH88_051720,-27996.0114,7235
TGRH88_027610,-28008.01141,7236
TGRH88_044280,-28024.01142,7237
TGRH88_010050,-28034.01142,7238
