Protein,MC4_Rank,MCT_Rank,MC4_Score,MCT_Score
TGRH88_041860,6980,6997,0.143260496,0.141173582
TGRH88_065300,6981,6970,0.143137736,0.144488092
TGRH88_026240,6982,7365,0.143014977,0.095998036
TGRH88_072320,6983,7281,0.142892217,0.106309845
TGRH88_081390,6984,7022,0.142769457,0.138104591
TGRH88_012570,6985,6464,0.142646698,0.206604468
TGRH88_045400,6986,6883,0.142523938,0.155168181
TGRH88_007610,6987,7000,0.142401178,0.140805303
TGRH88_021790,6988,7343,0.142278419,0.098698748
TGRH88_032910,6989,6527,0.142155659,0.198870611
TGRH88_074050,6990,7282,0.1420329,0.106187086
TGRH88_054700,6991,7393,0.14191014,0.092560766
TGRH88_035180,6992,7279,0.14178738,0.106555365
TGRH88_051860,6993,6939,0.141664621,0.148293641
TGRH88_013280,6994,7263,0.141541861,0.108519519
TGRH88_077010,6995,7406,0.141419101,0.090964891
TGRH88_043220,6996,6740,0.141296342,0.172722809
TGRH88_010660,6997,7319,0.141173582,0.101644979
TGRH88_037150,6998,6771,0.141050822,0.16891726
TGRH88_065580,6999,7181,0.140928063,0.118585809
TGRH88_081350,7000,6930,0.140805303,0.149398478
TGRH88_044550,7001,6671,0.140682544,0.181193224
TGRH88_039810,7002,7158,0.140559784,0.121409281
TGRH88_075020,7003,7099,0.140437024,0.128652099
TGRH88_040490,7004,6265,0.140314265,0.231033636
TGRH88_031730,7005,6336,0.140191505,0.222317702
TGRH88_032450,7006,7447,0.140068745,0.085931746
TGRH88_010340,7007,7045,0.139945986,0.13528112
TGRH88_041900,7008,7295,0.139823226,0.10459121
TGRH88_060300,7009,6453,0.139700466,0.207954824
TGRH88_064670,7010,7293,0.139577707,0.10483673
TGRH88_045870,7011,6914,0.139454947,0.151362632
TGRH88_022540,7012,6823,0.139332188,0.162533759
TGRH88_083720,7013,7396,0.139209428,0.092192487
TGRH88_076870,7014,6539,0.139086668,0.197397496
TGRH88_075810,7015,6426,0.138963909,0.211269335
TGRH88_061900,7016,7414,0.138841149,0.089982814
TGRH88_049330,7017,7366,0.138718389,0.095875276
TGRH88_027660,7018,6778,0.13859563,0.168057943
TGRH88_061350,7019,7247,0.13847287,0.110483673
TGRH88_030780,7020,7322,0.13835011,0.1012767
TGRH88_043620,7021,6795,0.138227351,0.165971029
TGRH88_042630,7022,7329,0.138104591,0.100417383
TGRH88_068650,7023,6798,0.137981832,0.16560275
TGRH88_050350,7024,7163,0.137859072,0.120795482
TGRH88_039850,7025,6765,0.137736312,0.169653818
TGRH88_013760,7026,6489,0.137613553,0.203535478
TGRH88_007530,7027,6945,0.137490793,0.147557083
TGRH88_022550,7028,7056,0.137368033,0.133930764
TGRH88_057890,7029,6799,0.137245274,0.16547999
TGRH88_002630,7030,6922,0.137122514,0.150380555
TGRH88_042110,7031,6471,0.136999754,0.205745151
TGRH88_039520,7032,6668,0.136876995,0.181561503
TGRH88_073250,7033,6300,0.136754235,0.226737049
TGRH88_033940,7034,6642,0.136631476,0.184753253
TGRH88_004570,7035,6942,0.136508716,0.147925362
TGRH88_074630,7036,7427,0.136385956,0.088386938
TGRH88_067610,7037,6645,0.136263197,0.184384974
TGRH88_069060,7038,7442,0.136140437,0.086545544
TGRH88_039280,7039,6794,0.136017677,0.166093788
TGRH88_063160,7040,6845,0.135894918,0.159833047
TGRH88_061090,7041,7425,0.135772158,0.088632458
TGRH88_031110,7042,6753,0.135649398,0.171126933
TGRH88_051910,7043,7084,0.135526639,0.130493494
TGRH88_045630,7044,7144,0.135403879,0.123127916
TGRH88_079450,7045,7206,0.13528112,0.115516818
TGRH88_060240,7046,6674,0.13515836,0.180824945
TGRH88_050420,7047,7483,0.1350356,0.081512399
TGRH88_083010,7048,6760,0.134912841,0.170267616
TGRH88_067540,7049,7160,0.134790081,0.121163761
TGRH88_081770,7050,7443,0.134667321,0.086422784
TGRH88_017510,7051,6934,0.134544562,0.148907439
TGRH88_051980,7052,7237,0.134421802,0.111711269
TGRH88_018070,7053,6773,0.134299042,0.168671741
TGRH88_032410,7054,7373,0.134176283,0.095015959
TGRH88_011700,7055,6521,0.134053523,0.199607169
TGRH88_006550,7056,6584,0.133930764,0.191873312
TGRH88_059610,7057,6353,0.133808004,0.220230788
TGRH88_060620,7058,7486,0.133685244,0.08114412
TGRH88_062560,7059,7465,0.133562485,0.083722072
TGRH88_061880,7060,6993,0.133439725,0.141664621
TGRH88_078890,7061,6779,0.133316965,0.167935183
TGRH88_082880,7062,6732,0.133194206,0.173704886
TGRH88_014100,7063,7471,0.133071446,0.082985514
TGRH88_023590,7064,6752,0.132948686,0.171249693
TGRH88_054110,7065,6933,0.132825927,0.149030199
TGRH88_041490,7066,6555,0.132703167,0.195433342
TGRH88_057850,7067,7019,0.132580408,0.13847287
TGRH88_052950,7068,6623,0.132457648,0.187085686
TGRH88_050770,7069,7223,0.132334888,0.113429904
TGRH88_010140,7070,6728,0.132212129,0.174195924
TGRH88_039010,7071,6988,0.132089369,0.142278419
TGRH88_005190,7072,7387,0.131966609,0.093297324
TGRH88_066060,7073,6465,0.13184385,0.206481709
TGRH88_001170,7074,6833,0.13172109,0.161306163
TGRH88_074010,7075,7072,0.13159833,0.131966609
TGRH88_025500,7076,6719,0.131475571,0.175300761
TGRH88_048870,7077,7153,0.131352811,0.122023079
TGRH88_078060,7078,7149,0.131230052,0.122514117
TGRH88_036790,7079,7341,0.131107292,0.098944267
TGRH88_045180,7080,6871,0.130984532,0.156641296
TGRH88_059740,7081,6616,0.130861773,0.187945004
TGRH88_074740,7082,6665,0.130739013,0.181929781
TGRH88_005630,7083,6809,0.130616253,0.164252394
TGRH88_018650,7084,6448,0.130493494,0.208568623
TGRH88_015070,7085,7284,0.130370734,0.105941566
TGRH88_072700,7086,6602,0.130247974,0.189663639
TGRH88_053720,7087,6886,0.130125215,0.154799902
TGRH88_005420,7088,7306,0.130002455,0.103240854
TGRH88_045770,7089,7255,0.129879696,0.109501596
TGRH88_078070,7090,7421,0.129756936,0.089123496
TGRH88_042940,7091,6587,0.129634176,0.191505033
TGRH88_035540,7092,7303,0.129511417,0.103609133
TGRH88_008510,7093,6948,0.129388657,0.147188804
TGRH88_013170,7094,7522,0.129265897,0.076724773
TGRH88_039610,7095,7165,0.129143138,0.120549963
TGRH88_080820,7096,6792,0.129020378,0.166339308
TGRH88_016740,7097,6796,0.128897618,0.165848269
TGRH88_022330,7098,6683,0.128774859,0.179720108
TGRH88_018100,7099,6507,0.128652099,0.201325804
TGRH88_042240,7100,7161,0.12852934,0.121041002
TGRH88_043790,7101,6910,0.12840658,0.151853671
TGRH88_068330,7102,6569,0.12828382,0.193714707
TGRH88_020750,7103,7251,0.128161061,0.109992634
TGRH88_048690,7104,7178,0.128038301,0.118954088
TGRH88_053290,7105,7272,0.127915541,0.107414682
TGRH88_045890,7106,7150,0.127792782,0.122391358
TGRH88_062780,7107,7188,0.127670022,0.117726492
TGRH88_023900,7108,7518,0.127547262,0.077215811
TGRH88_042670,7109,7385,0.127424503,0.093542843
TGRH88_065570,7110,7159,0.127301743,0.121286521
TGRH88_044030,7111,7266,0.127178984,0.10815124
TGRH88_018340,7112,6425,0.127056224,0.211392094
TGRH88_051110,7113,7347,0.126933464,0.098207709
TGRH88_051810,7114,6843,0.126810705,0.160078566
TGRH88_003430,7115,6344,0.126687945,0.221335625
TGRH88_053920,7116,7316,0.126565185,0.102013258
TGRH88_081910,7117,7015,0.126442426,0.138963909
TGRH88_027680,7118,7289,0.126319666,0.105327768
TGRH88_071450,7119,7381,0.126196906,0.094033882
TGRH88_030810,7120,7260,0.126074147,0.108887798
TGRH88_030490,7121,7378,0.125951387,0.094402161
TGRH88_073950,7122,7422,0.125828628,0.089000737
TGRH88_058320,7123,6661,0.125705868,0.18242082
TGRH88_017620,7124,7229,0.125583108,0.112693346
TGRH88_045650,7125,7275,0.125460349,0.107046403
TGRH88_064610,7126,6552,0.125337589,0.19580162
TGRH88_031430,7127,7389,0.125214829,0.093051805
TGRH88_038150,7128,6959,0.12509207,0.145838448
TGRH88_078950,7129,6493,0.12496931,0.203044439
TGRH88_027160,7130,7499,0.12484655,0.079548245
TGRH88_075270,7131,6676,0.124723791,0.180579425
TGRH88_077130,7132,7363,0.124601031,0.096243555
TGRH88_006170,7133,7573,0.124478272,0.070464031
TGRH88_011670,7134,6371,0.124355512,0.218021115
TGRH88_031010,7135,6998,0.124232752,0.141050822
TGRH88_042270,7136,7352,0.124109993,0.097593911
TGRH88_015410,7137,7405,0.123987233,0.09108765
TGRH88_023780,7138,7051,0.123864473,0.134544562
TGRH88_080440,7139,7135,0.123741714,0.124232752
TGRH88_001420,7140,6717,0.123618954,0.17554628
TGRH88_008920,7141,6852,0.123496194,0.158973729
TGRH88_035280,7142,7403,0.123373435,0.09133317
TGRH88_061290,7143,7142,0.123250675,0.123373435
TGRH88_044280,7144,7273,0.123127916,0.107291922
TGRH88_011490,7145,7285,0.123005156,0.105818807
TGRH88_050550,7146,6821,0.122882396,0.162779278
TGRH88_082510,7147,6963,0.122759637,0.14534741
TGRH88_037220,7148,6891,0.122636877,0.154186104
TGRH88_076760,7149,6405,0.122514117,0.213847287
TGRH88_001940,7150,7092,0.122391358,0.129511417
TGRH88_076220,7151,6697,0.122268598,0.178001473
TGRH88_011420,7152,7517,0.122145838,0.077338571
TGRH88_082970,7153,7177,0.122023079,0.119076848
TGRH88_002290,7154,7492,0.121900319,0.080407562
TGRH88_075910,7155,6466,0.12177756,0.206358949
TGRH88_024020,7156,7539,0.1216548,0.074637859
TGRH88_075090,7157,6977,0.12153204,0.143628775
TGRH88_010090,7158,6774,0.121409281,0.168548981
TGRH88_045260,7159,6704,0.121286521,0.177142156
TGRH88_053380,7160,7374,0.121163761,0.094893199
TGRH88_045790,7161,7370,0.121041002,0.095384238
TGRH88_082560,7162,7372,0.120918242,0.095138718
TGRH88_057780,7163,6814,0.120795482,0.163638596
TGRH88_052740,7164,6849,0.120672723,0.159342008
TGRH88_009110,7165,7584,0.120549963,0.069113675
TGRH88_062550,7166,7018,0.120427204,0.13859563
TGRH88_049470,7167,7267,0.120304444,0.10802848
TGRH88_058620,7168,6881,0.120181684,0.1554137
TGRH88_019510,7169,6761,0.120058925,0.170144856
TGRH88_055700,7170,6882,0.119936165,0.15529094
TGRH88_017750,7171,7268,0.119813405,0.107905721
TGRH88_065390,7172,6303,0.119690646,0.22636877
TGRH88_038910,7173,7088,0.119567886,0.130002455
TGRH88_051560,7174,6716,0.119445126,0.17566904
TGRH88_035520,7175,7098,0.119322367,0.128774859
TGRH88_030370,7176,6670,0.119199607,0.181315983
TGRH88_031510,7177,7462,0.119076848,0.084090351
TGRH88_029860,7178,6915,0.118954088,0.151239872
TGRH88_017040,7179,6866,0.118831328,0.157255095
TGRH88_012070,7180,7309,0.118708569,0.102872575
TGRH88_012370,7181,7239,0.118585809,0.11146575
TGRH88_052100,7182,6287,0.118463049,0.228332924
TGRH88_040080,7183,7330,0.11834029,0.100294623
TGRH88_063130,7184,7560,0.11821753,0.072059907
TGRH88_043350,7185,7308,0.11809477,0.102995335
TGRH88_084890,7186,7527,0.117972011,0.076110975
TGRH88_079440,7187,7086,0.117849251,0.130247974
TGRH88_040600,7188,7121,0.117726492,0.125951387
TGRH88_033200,7189,7191,0.117603732,0.117358213
TGRH88_011110,7190,6899,0.117480972,0.153204027
TGRH88_082100,7191,7358,0.117358213,0.096857353
TGRH88_074680,7192,7110,0.117235453,0.127301743
TGRH88_008260,7193,6919,0.117112693,0.150748834
TGRH88_003100,7194,6947,0.116989934,0.147311564
TGRH88_017740,7195,7357,0.116867174,0.096980113
TGRH88_067700,7196,6618,0.116744414,0.187699484
TGRH88_071900,7197,7571,0.116621655,0.070709551
TGRH88_045320,7198,7392,0.116498895,0.092683526
TGRH88_022050,7199,7080,0.116376136,0.130984532
TGRH88_020400,7200,6272,0.116253376,0.230174319
TGRH88_081530,7201,7519,0.116130616,0.077093052
TGRH88_079930,7202,6989,0.116007857,0.142155659
TGRH88_067870,7203,7034,0.115885097,0.136631476
TGRH88_053500,7204,7225,0.115762337,0.113184385
TGRH88_016420,7205,7111,0.115639578,0.127178984
TGRH88_031770,7206,7336,0.115516818,0.099558065
TGRH88_023760,7207,7460,0.115394058,0.08433587
TGRH88_081520,7208,6857,0.115271299,0.158359931
TGRH88_008570,7209,7490,0.115148539,0.080653081
TGRH88_011390,7210,6684,0.11502578,0.179597348
TGRH88_073740,7211,7493,0.11490302,0.080284802
TGRH88_045600,7212,7360,0.11478026,0.096611834
TGRH88_019260,7213,7569,0.114657501,0.07095507
TGRH88_053590,7214,7220,0.114534741,0.113798183
TGRH88_019000,7215,6601,0.114411981,0.189786398
TGRH88_056450,7216,6570,0.114289222,0.193591947
TGRH88_009360,7217,6868,0.114166462,0.157009575
TGRH88_084880,7218,7484,0.114043702,0.081389639
TGRH88_011140,7219,7542,0.113920943,0.07426958
TGRH88_048370,7220,7637,0.113798183,0.062607415
TGRH88_038780,7221,7384,0.113675424,0.093665603
TGRH88_052240,7222,6950,0.113552664,0.146943285
TGRH88_010770,7223,7440,0.113429904,0.086791063
TGRH88_064410,7224,7503,0.113307145,0.079057206
TGRH88_042310,7225,7215,0.113184385,0.114411981
TGRH88_064760,7226,7338,0.113061625,0.099312546
TGRH88_023140,7227,7523,0.112938866,0.076602013
TGRH88_001860,7228,7095,0.112816106,0.129143138
TGRH88_040840,7229,7383,0.112693346,0.093788362
TGRH88_030140,7230,7600,0.112570587,0.067149521
TGRH88_054750,7231,7241,0.112447827,0.111220231
TGRH88_051260,7232,6504,0.112325068,0.201694083
TGRH88_016920,7233,7567,0.112202308,0.071200589
TGRH88_044250,7234,6597,0.112079548,0.190277437
TGRH88_077400,7235,7123,0.111956789,0.125705868
TGRH88_028740,7236,7563,0.111834029,0.071691628
TGRH88_047980,7237,7593,0.111711269,0.068008839
TGRH88_082870,7238,6958,0.11158851,0.145961208
TGRH88_075830,7239,7094,0.11146575,0.129265897
TGRH88_040850,7240,7173,0.11134299,0.119567886
TGRH88_006310,7241,7660,0.111220231,0.059783943
TGRH88_042790,7242,7390,0.111097471,0.092929045
TGRH88_039780,7243,7624,0.110974712,0.06420329
TGRH88_072310,7244,6990,0.110851952,0.1420329
TGRH88_001550,7245,6714,0.110729192,0.175914559
TGRH88_018380,7246,7434,0.110606433,0.087527621
TGRH88_009570,7247,7042,0.110483673,0.135649398
TGRH88_049860,7248,7168,0.110360913,0.120181684
TGRH88_055800,7249,6927,0.110238154,0.149766757
TGRH88_014490,7250,7634,0.110115394,0.062975694
TGRH88_081070,7251,6470,0.109992634,0.205867911
TGRH88_055660,7252,6800,0.109869875,0.165357231
TGRH88_013230,7253,7377,0.109747115,0.09452492
TGRH88_059830,7254,6206,0.109624356,0.238276455
TGRH88_024960,7255,7433,0.109501596,0.087650381
TGRH88_003340,7256,7439,0.109378836,0.086913823
TGRH88_065930,7257,7551,0.109256077,0.073164743
TGRH88_013920,7258,7033,0.109133317,0.136754235
TGRH88_050780,7259,6484,0.109010557,0.204149276
TGRH88_081340,7260,7574,0.108887798,0.070341272
TGRH88_070620,7261,6838,0.108765038,0.160692364
TGRH88_026780,7262,7613,0.108642278,0.065553646
TGRH88_004560,7263,6831,0.108519519,0.161551682
TGRH88_019830,7264,7633,0.108396759,0.063098453
TGRH88_039020,7265,6819,0.108274,0.163024797
TGRH88_017440,7266,7646,0.10815124,0.061502578
TGRH88_020560,7267,6744,0.10802848,0.17223177
TGRH88_017730,7268,7029,0.107905721,0.137245274
TGRH88_020130,7269,7533,0.107782961,0.075374417
TGRH88_025920,7270,6427,0.107660201,0.211146575
TGRH88_016480,7271,7380,0.107537442,0.094156641
TGRH88_078050,7272,7398,0.107414682,0.091946968
TGRH88_056150,7273,7411,0.107291922,0.090351093
TGRH88_054970,7274,7025,0.107169163,0.137736312
TGRH88_078270,7275,7064,0.107046403,0.132948686
TGRH88_014590,7276,6828,0.106923644,0.161919961
TGRH88_003760,7277,7562,0.106800884,0.071814387
TGRH88_030290,7278,7677,0.106678124,0.057697029
TGRH88_045120,7279,7623,0.106555365,0.06432605
TGRH88_029980,7280,6591,0.106432605,0.191013995
TGRH88_042440,7281,7192,0.106309845,0.117235453
TGRH88_058370,7282,6748,0.106187086,0.171740732
TGRH88_071070,7283,7313,0.106064326,0.102381537
TGRH88_021840,7284,7535,0.105941566,0.075128898
TGRH88_056780,7285,6807,0.105818807,0.164497913
TGRH88_011780,7286,7618,0.105696047,0.064939848
TGRH88_072660,7287,6648,0.105573288,0.184016695
TGRH88_058270,7288,7210,0.105450528,0.11502578
TGRH88_069520,7289,6561,0.105327768,0.194696784
TGRH88_043660,7290,7544,0.105205009,0.074024061
TGRH88_033880,7291,7407,0.105082249,0.090842131
TGRH88_030750,7292,7511,0.104959489,0.078075129
TGRH88_024880,7293,7106,0.10483673,0.127792782
TGRH88_041710,7294,7314,0.10471397,0.102258777
TGRH88_006510,7295,7665,0.10459121,0.059170145
TGRH88_019970,7296,7476,0.104468451,0.082371716
TGRH88_002760,7297,7430,0.104345691,0.088018659
TGRH88_080650,7298,7546,0.104222932,0.073778542
TGRH88_051820,7299,7232,0.104100172,0.112325068
TGRH88_014690,7300,7612,0.103977412,0.065676406
TGRH88_061940,7301,7337,0.103854653,0.099435306
TGRH88_022030,7302,7468,0.103731893,0.083353793
TGRH88_007690,7303,7548,0.103609133,0.073533022
TGRH88_081570,7304,7446,0.103486374,0.086054505
TGRH88_078040,7305,7196,0.103363614,0.116744414
TGRH88_036030,7306,7344,0.103240854,0.098575988
TGRH88_069770,7307,7046,0.103118095,0.13515836
TGRH88_051210,7308,7689,0.102995335,0.056223914
TGRH88_072100,7309,7254,0.102872575,0.109624356
TGRH88_042320,7310,7454,0.102749816,0.085072428
TGRH88_003970,7311,6723,0.102627056,0.174809723
TGRH88_034080,7312,7463,0.102504297,0.083967591
TGRH88_022470,7313,7140,0.102381537,0.123618954
TGRH88_029920,7314,7409,0.102258777,0.090596612
TGRH88_037190,7315,7320,0.102136018,0.101522219
TGRH88_069200,7316,6755,0.102013258,0.170881414
TGRH88_052040,7317,7474,0.101890498,0.082617235
TGRH88_032480,7318,7115,0.101767739,0.126687945
TGRH88_000540,7319,6721,0.101644979,0.175055242
TGRH88_077000,7320,6885,0.101522219,0.154922661
TGRH88_011850,7321,7629,0.10139946,0.063589492
TGRH88_060510,7322,6710,0.1012767,0.176405598
TGRH88_007230,7323,7175,0.101153941,0.119322367
TGRH88_050490,7324,7197,0.101031181,0.116621655
TGRH88_046580,7325,7078,0.100908421,0.131230052
TGRH88_061240,7326,7419,0.100785662,0.089369015
TGRH88_072210,7327,6920,0.100662902,0.150626074
TGRH88_013550,7328,7138,0.100540142,0.123864473
TGRH88_044780,7329,7431,0.100417383,0.0878959
TGRH88_048220,7330,7687,0.100294623,0.056469433
TGRH88_055550,7331,7125,0.100171863,0.125460349
TGRH88_057420,7332,7214,0.100049104,0.114534741
TGRH88_004390,7333,7183,0.099926344,0.11834029
TGRH88_069930,7334,7200,0.099803585,0.116253376
TGRH88_045010,7335,6487,0.099680825,0.203780997
TGRH88_005790,7336,7640,0.099558065,0.062239136
TGRH88_015800,7337,7300,0.099435306,0.103977412
TGRH88_061230,7338,7565,0.099312546,0.071446109
TGRH88_075250,7339,6741,0.099189786,0.172600049
TGRH88_074500,7340,7436,0.099067027,0.087282102
TGRH88_065000,7341,7622,0.098944267,0.064448809
TGRH88_027770,7342,7055,0.098821507,0.134053523
TGRH88_027350,7343,7690,0.098698748,0.056101154
TGRH88_082780,7344,7271,0.098575988,0.107537442
TGRH88_046710,7345,7631,0.098453229,0.063343973
TGRH88_009890,7346,7346,0.098330469,0.098330469
TGRH88_027060,7347,7456,0.098207709,0.084826909
TGRH88_052280,7348,6600,0.09808495,0.189909158
TGRH88_077410,7349,7559,0.09796219,0.072182666
TGRH88_078750,7350,7353,0.09783943,0.097471151
TGRH88_019950,7351,7435,0.097716671,0.087404861
TGRH88_040100,7352,7109,0.097593911,0.127424503
TGRH88_048800,7353,7673,0.097471151,0.058188068
TGRH88_031710,7354,7526,0.097348392,0.076233734
TGRH88_083210,7355,6636,0.097225632,0.185489811
TGRH88_022730,7356,7205,0.097102873,0.115639578
TGRH88_033170,7357,7481,0.096980113,0.081757918
TGRH88_033250,7358,7423,0.096857353,0.088877977
TGRH88_021410,7359,7578,0.096734594,0.069850233
TGRH88_020390,7360,7588,0.096611834,0.068622637
TGRH88_002670,7361,7315,0.096489074,0.102136018
TGRH88_063050,7362,7287,0.096366315,0.105573288
TGRH88_020760,7363,7472,0.096243555,0.082862755
TGRH88_063960,7364,7147,0.096120795,0.122759637
TGRH88_004740,7365,7506,0.095998036,0.078688927
TGRH88_032060,7366,7680,0.095875276,0.05732875
TGRH88_059170,7367,7581,0.095752517,0.069481954
TGRH88_070510,7368,7277,0.095629757,0.106800884
TGRH88_014400,7369,6759,0.095506997,0.170390376
TGRH88_014950,7370,7207,0.095384238,0.115394058
TGRH88_033350,7371,7620,0.095261478,0.064694329
TGRH88_047290,7372,7466,0.095138718,0.083599313
TGRH88_028900,7373,7545,0.095015959,0.073901301
TGRH88_014740,7374,7087,0.094893199,0.130125215
TGRH88_083280,7375,7317,0.094770439,0.101890498
TGRH88_079850,7376,6780,0.09464768,0.167812423
TGRH88_051250,7377,6558,0.09452492,0.195065063
TGRH88_027750,7378,7726,0.094402161,0.051681807
TGRH88_047520,7379,7671,0.094279401,0.058433587
TGRH88_031660,7380,7591,0.094156641,0.068254358
TGRH88_034100,7381,7601,0.094033882,0.067026762
TGRH88_015230,7382,6887,0.093911122,0.154677142
TGRH88_024600,7383,7475,0.093788362,0.082494476
TGRH88_050400,7384,7128,0.093665603,0.12509207
TGRH88_000530,7385,7184,0.093542843,0.11821753
TGRH88_077430,7386,7257,0.093420083,0.109256077
TGRH88_042130,7387,7656,0.093297324,0.060274982
TGRH88_002460,7388,7765,0.093174564,0.046894181
TGRH88_007830,7389,7164,0.093051805,0.120672723
TGRH88_075040,7390,7732,0.092929045,0.050945249
TGRH88_063190,7391,7222,0.092806285,0.113552664
TGRH88_038550,7392,7264,0.092683526,0.108396759
TGRH88_007950,7393,7448,0.092560766,0.085808986
TGRH88_005070,7394,7053,0.092438006,0.134299042
TGRH88_048280,7395,6935,0.092315247,0.14878468
TGRH88_053510,7396,7420,0.092192487,0.089246256
TGRH88_001760,7397,6690,0.092069727,0.178860791
TGRH88_069330,7398,7118,0.091946968,0.126319666
TGRH88_025850,7399,7532,0.091824208,0.075497177
TGRH88_057070,7400,6835,0.091701449,0.161060643
TGRH88_076880,7401,7488,0.091578689,0.080898601
TGRH88_046810,7402,7566,0.091455929,0.071323349
TGRH88_002740,7403,7091,0.09133317,0.129634176
TGRH88_012020,7404,7721,0.09121041,0.052295605
TGRH88_028480,7405,7103,0.09108765,0.128161061
TGRH88_054350,7406,7672,0.090964891,0.058310827
TGRH88_051500,7407,7547,0.090842131,0.073655782
TGRH88_036670,7408,6560,0.090719371,0.194819543
TGRH88_035950,7409,6929,0.090596612,0.149521237
TGRH88_071160,7410,7348,0.090473852,0.09808495
TGRH88_056370,7411,7487,0.090351093,0.08102136
TGRH88_079610,7412,7233,0.090228333,0.112202308
TGRH88_024750,7413,7663,0.090105573,0.059415664
TGRH88_071250,7414,7101,0.089982814,0.12840658
TGRH88_058630,7415,6923,0.089860054,0.150257795
TGRH88_049530,7416,6808,0.089737294,0.164375153
TGRH88_021430,7417,7011,0.089614535,0.139454947
TGRH88_050740,7418,7333,0.089491775,0.099926344
TGRH88_069740,7419,7675,0.089369015,0.057942548
TGRH88_062800,7420,7202,0.089246256,0.116007857
TGRH88_007200,7421,7747,0.089123496,0.049103855
TGRH88_049870,7422,7729,0.089000737,0.051313528
TGRH88_033930,7423,7059,0.088877977,0.133562485
TGRH88_083270,7424,7361,0.088755217,0.096489074
TGRH88_061590,7425,6692,0.088632458,0.178615271
TGRH88_077850,7426,7556,0.088509698,0.072550945
TGRH88_016800,7427,7261,0.088386938,0.108765038
TGRH88_039500,7428,7288,0.088264179,0.105450528
TGRH88_086380,7429,7744,0.088141419,0.049472134
TGRH88_028370,7430,7661,0.088018659,0.059661183
TGRH88_023470,7431,7388,0.0878959,0.093174564
TGRH88_051120,7432,7494,0.08777314,0.080162043
TGRH88_073050,7433,6810,0.087650381,0.164129634
TGRH88_001440,7434,7579,0.087527621,0.069727474
TGRH88_039640,7435,7508,0.087404861,0.078443408
TGRH88_040050,7436,7453,0.087282102,0.085195188
TGRH88_048770,7437,7576,0.087159342,0.070095753
TGRH88_059140,7438,7704,0.087036582,0.054382519
TGRH88_019120,7439,7783,0.086913823,0.044684508
TGRH88_082810,7440,7043,0.086791063,0.135526639
TGRH88_075630,7441,7305,0.086668303,0.103363614
TGRH88_055390,7442,7477,0.086545544,0.082248957
TGRH88_020250,7443,7452,0.086422784,0.085317947
TGRH88_050970,7444,7605,0.086300025,0.066535723
TGRH88_014980,7445,6787,0.086177265,0.166953106
TGRH88_080130,7446,7590,0.086054505,0.068377118
TGRH88_049380,7447,7258,0.085931746,0.109133317
TGRH88_045820,7448,7762,0.085808986,0.04726246
TGRH88_051850,7449,6904,0.085686226,0.152590228
TGRH88_026530,7450,7529,0.085563467,0.075865455
TGRH88_001130,7451,6850,0.085440707,0.159219249
TGRH88_069400,7452,6880,0.085317947,0.15553646
TGRH88_063670,7453,7550,0.085195188,0.073287503
TGRH88_019780,7454,7119,0.085072428,0.126196906
TGRH88_074270,7455,7102,0.084949669,0.12828382
TGRH88_075280,7456,7769,0.084826909,0.046403143
TGRH88_004260,7457,7638,0.084704149,0.062484655
TGRH88_016840,7458,7712,0.08458139,0.053400442
TGRH88_035910,7459,7470,0.08445863,0.083108274
TGRH88_047490,7460,7203,0.08433587,0.115885097
TGRH88_053770,7461,7749,0.084213111,0.048858335
TGRH88_067960,7462,6579,0.084090351,0.19248711
TGRH88_057480,7463,7779,0.083967591,0.045175546
TGRH88_004520,7464,7641,0.083844832,0.062116376
TGRH88_046350,7465,7654,0.083722072,0.060520501
TGRH88_014500,7466,7742,0.083599313,0.049717653
TGRH88_006650,7467,7754,0.083476553,0.048244537
TGRH88_045690,7468,7750,0.083353793,0.048735576
TGRH88_049610,7469,7426,0.083231034,0.088509698
TGRH88_032400,7470,7500,0.083108274,0.079425485
TGRH88_058130,7471,7108,0.082985514,0.127547262
TGRH88_078870,7472,7642,0.082862755,0.061993616
TGRH88_048390,7473,7354,0.082739995,0.097348392
TGRH88_035000,7474,7739,0.082617235,0.050085932
TGRH88_027070,7475,7753,0.082494476,0.048367297
TGRH88_043340,7476,7611,0.082371716,0.065799165
TGRH88_004140,7477,7666,0.082248957,0.059047385
TGRH88_045500,7478,7667,0.082126197,0.058924626
TGRH88_011330,7479,7480,0.082003437,0.081880678
TGRH88_035430,7480,7792,0.081880678,0.043579671
TGRH88_041210,7481,6967,0.081757918,0.144856371
TGRH88_014050,7482,7650,0.081635158,0.061011539
TGRH88_046680,7483,7813,0.081512399,0.041001719
TGRH88_051130,7484,7683,0.081389639,0.056960471
TGRH88_045580,7485,7651,0.081266879,0.06088878
TGRH88_082020,7486,7459,0.08114412,0.08445863
TGRH88_021570,7487,7030,0.08102136,0.137122514
TGRH88_015570,7488,7708,0.080898601,0.05389148
TGRH88_077220,7489,7048,0.080775841,0.134912841
TGRH88_060860,7490,7299,0.080653081,0.104100172
TGRH88_000510,7491,7555,0.080530322,0.072673705
TGRH88_034350,7492,7395,0.080407562,0.092315247
TGRH88_079020,7493,7325,0.080284802,0.100908421
TGRH88_003840,7494,7755,0.080162043,0.048121778
TGRH88_012010,7495,7198,0.080039283,0.116498895
TGRH88_073430,7496,7553,0.079916523,0.072919224
