Protein,VIKOR_Rank,EDAS_Rank,SPOTIS_Rank,Ranky_Score_Rank,Ranky_Rank,Borda_Score,Borda_Rank
TGRH88_003910,5529,7894,5501,5501,8050,6495,6826
TGRH88_049680,6431,6766,6419,6419,6451,6497.2,6829
TGRH88_082570,6355,7259,6341,6341,6208,6500.8,6830
TGRH88_001860,7230,4223,7225,7224,6604,6501.2,6831
TGRH88_016290,5976,6989,5957,5957,7636,6503,6832
TGRH88_022660,6604,6564,6593,6593,6164,6503.6,6833
TGRH88_034940,7535,5281,7533,7533,4640,6504.4,6834
TGRH88_036250,7624,4853,7622,7622,4802,6504.6,6835
TGRH88_084350,6593,6194,6582,6582,6573,6504.8,6836
TGRH88_082400,7682,5806,7680,7680,3676,6504.8,6836
TGRH88_012170,6370,6084,6356,6356,7361,6505.4,6838
TGRH88_039530,5929,7302,5910,5910,7482,6506.6,6839
TGRH88_041610,7904,4394,7904,7904,4434,6508,6840
TGRH88_007930,6506,5930,6494,6494,7116,6508,6840
TGRH88_037740,7700,4339,7698,7698,5106,6508.2,6842
TGRH88_023780,7139,4843,7136,7137,6289,6508.8,6843
TGRH88_002600,6247,7018,6233,6233,6824,6511,6844
TGRH88_012560,5995,6937,5974,5974,7679,6511.8,6845
TGRH88_028380,7736,5334,7733,7733,4031,6513.4,6846
TGRH88_080940,7567,5922,7565,7565,3957,6515.2,6847
TGRH88_065010,7685,6415,7683,7683,3116,6516.4,6848
TGRH88_079440,7190,5450,7185,7185,5579,6517.8,6849
TGRH88_046450,7826,4525,7825,7824,4594,6518.8,6850
TGRH88_011770,6640,5889,6632,6632,6803,6519.2,6851
TGRH88_080050,6719,7237,6710,6710,5223,6519.8,6852
TGRH88_081550,6416,7448,6403,6403,5932,6520.4,6853
TGRH88_061540,7521,5759,7519,7519,4289,6521.4,6854
TGRH88_050800,6521,6595,6509,6509,6478,6522.4,6855
TGRH88_079610,7412,5863,7406,7406,4527,6522.8,6856
TGRH88_004390,7335,4576,7330,7330,6044,6523,6857
TGRH88_057220,7875,4690,7875,7875,4303,6523.6,6858
TGRH88_077250,6272,7258,6257,6257,6576,6524,6859
TGRH88_014950,7372,4524,7366,7366,6000,6525.6,6860
TGRH88_063190,7391,5866,7385,7385,4610,6527.4,6861
TGRH88_025470,6790,5631,6780,6780,6658,6527.8,6862
TGRH88_007230,7323,4336,7318,7317,6347,6528.2,6863
TGRH88_010300,7859,3978,7859,7859,5091,6529.2,6864
TGRH88_058970,6955,5550,6950,6950,6243,6529.6,6865
TGRH88_049310,7620,5089,7618,7618,4706,6530.2,6866
TGRH88_077400,7235,6029,7230,7230,4932,6531.2,6867
TGRH88_022730,7358,4898,7352,7352,5702,6532.4,6868
TGRH88_082420,6185,7607,6168,6168,6537,6533,6869
TGRH88_022590,5869,7192,5848,5848,7911,6533.6,6870
TGRH88_005040,5953,7147,5934,5934,7700,6533.6,6870
TGRH88_080800,6056,7744,6036,6036,6805,6535.4,6872
TGRH88_049380,7447,5565,7442,7442,4783,6535.8,6873
TGRH88_016420,7208,5552,7203,7203,5519,6537,6874
TGRH88_038910,7174,6058,7170,7170,5120,6538.4,6875
TGRH88_033850,5986,7279,5966,5967,7494,6538.4,6875
TGRH88_044730,6057,7531,6037,6037,7033,6539,6877
TGRH88_077290,6006,7766,5985,5986,6959,6540.4,6878
TGRH88_058600,6432,7131,6420,6420,6300,6540.6,6879
TGRH88_041860,6981,5940,6976,6976,5849,6544.4,6880
TGRH88_005150,6910,5067,6905,6905,6936,6544.6,6881
TGRH88_076420,6140,7477,6121,6121,6864,6544.6,6881
TGRH88_003680,6838,5870,6830,6830,6366,6546.8,6883
TGRH88_074680,7195,6362,7190,7190,4801,6547.6,6884
TGRH88_007610,6987,5080,6982,6982,6708,6547.8,6885
TGRH88_069930,7334,6271,7329,7329,4486,6549.8,6886
TGRH88_019680,6672,5894,6663,6664,6860,6550.6,6887
TGRH88_063920,5722,7997,5691,5691,7654,6551,6888
TGRH88_035520,7175,5903,7172,7172,5334,6551.2,6889
TGRH88_008880,5945,7019,5926,5926,7948,6552.8,6890
TGRH88_058930,6618,6097,6608,6608,6835,6553.2,6891
TGRH88_067570,6534,6920,6884,6884,5547,6553.8,6892
TGRH88_079530,6909,7151,6904,6904,4903,6554.2,6893
TGRH88_016650,6536,6036,6524,6524,7152,6554.4,6894
TGRH88_027180,6979,5773,6974,6974,6073,6554.6,6895
TGRH88_026970,6967,5835,6962,6962,6051,6555.4,6896
TGRH88_050490,7324,6182,7319,7319,4635,6555.8,6897
TGRH88_052430,6642,7260,6634,6634,5611,6556.2,6898
TGRH88_055430,7894,4570,7894,7894,4530,6556.4,6899
TGRH88_013960,6887,5383,6879,6879,6759,6557.4,6900
TGRH88_033180,6826,5988,6818,6818,6344,6558.8,6901
TGRH88_036000,6973,6107,6968,6968,5785,6560.2,6902
TGRH88_054960,5943,7652,5924,5924,7362,6561,6903
TGRH88_028610,7707,4438,7705,7705,5251,6561.2,6904
TGRH88_032970,5693,7861,5663,5663,7930,6562,6905
TGRH88_049320,6220,7228,6204,6204,6957,6562.6,6906
TGRH88_027630,6520,5786,6508,6508,7499,6564.2,6907
TGRH88_016800,7426,5376,7420,7420,5184,6565.2,6908
TGRH88_038920,6710,6601,6701,6701,6117,6566,6909
TGRH88_072180,7508,6136,7505,7505,4177,6566.2,6910
TGRH88_060860,7490,5541,7487,7487,4829,6566.8,6911
TGRH88_024790,6420,6574,6408,6409,7025,6567.2,6912
TGRH88_001940,7150,6061,7147,7147,5339,6568.8,6913
TGRH88_040600,7191,5780,7186,7186,5517,6572,6914
TGRH88_035030,6073,7435,6052,6052,7253,6573,6915
TGRH88_057420,7333,6220,7328,7328,4658,6573.4,6916
TGRH88_006030,6100,6851,6081,6081,7760,6574.6,6917
TGRH88_000850,5898,7222,5880,5880,7995,6575,6918
TGRH88_078040,7306,6941,7301,7301,4027,6575.2,6919
TGRH88_039580,6353,6931,6339,6339,6914,6575.2,6919
TGRH88_054780,7959,5218,7959,7959,3807,6580.4,6921
TGRH88_021830,6178,7041,6159,6159,7371,6581.6,6922
TGRH88_081390,6985,6776,6980,6980,5197,6583.6,6923
TGRH88_020820,6303,6741,6287,6287,7309,6585.4,6924
TGRH88_049860,7248,6052,7244,7244,5144,6586.4,6925
TGRH88_004860,7817,4925,7816,7816,4564,6587.6,6926
TGRH88_016820,6954,5545,6949,6949,6548,6589,6927
TGRH88_005590,6932,5823,6926,6926,6342,6589.8,6928
TGRH88_042440,7280,5991,7276,7276,5129,6590.4,6929
TGRH88_009820,5759,7667,5734,5735,8059,6590.8,6930
TGRH88_022790,6634,6875,6626,6626,6201,6592.4,6931
TGRH88_029420,7895,4112,7895,7895,5167,6592.8,6932
TGRH88_004870,5671,7901,5640,5640,8118,6594,6933
TGRH88_008690,6295,6964,6279,6279,7155,6594.4,6934
TGRH88_077430,7385,6905,7379,7379,3931,6595.8,6935
TGRH88_032640,6402,6765,6388,6388,7040,6596.6,6936
TGRH88_074980,5882,7980,5860,5861,7406,6597.8,6937
TGRH88_040850,7242,5653,7237,7237,5623,6598.4,6938
TGRH88_013070,6832,5611,6824,6824,6902,6598.6,6939
TGRH88_076920,6231,7581,6215,6215,6752,6598.8,6940
TGRH88_006230,6134,6933,6115,6115,7708,6601,6941
TGRH88_015240,6738,6367,6729,6729,6448,6602.2,6942
TGRH88_043650,6345,6677,6331,6331,7335,6603.8,6943
TGRH88_038550,7393,5103,7387,7387,5750,6604,6944
TGRH88_006730,7705,3689,7703,7703,6234,6606.8,6945
TGRH88_055590,7533,5668,7531,7531,4773,6607.2,6946
TGRH88_039500,7429,5256,7422,7422,5513,6608.4,6947
TGRH88_014660,6876,6214,6868,6868,6217,6608.6,6948
TGRH88_034610,5761,7859,5736,5736,7952,6608.8,6949
TGRH88_074010,7074,7049,7070,7070,4786,6609.8,6950
TGRH88_083160,7998,5481,7998,7998,3577,6610.4,6951
TGRH88_014360,6777,5680,6767,6767,7065,6611.2,6952
TGRH88_058270,7287,5949,7283,7283,5263,6613,6953
TGRH88_070290,6788,6479,6778,6778,6248,6614.2,6954
TGRH88_044560,5910,7572,5892,5892,7813,6615.8,6955
TGRH88_084340,6103,7881,6084,6084,6928,6616,6956
TGRH88_012530,5900,7618,5882,5882,7803,6617,6957
TGRH88_050060,6551,6787,6538,6538,6675,6617.8,6958
TGRH88_075700,6235,7195,6221,6221,7218,6618,6959
TGRH88_052990,6641,6770,6633,6633,6414,6618.2,6960
TGRH88_003460,6035,7154,6016,6015,7872,6618.4,6961
TGRH88_084310,6308,7172,6292,6292,7029,6618.6,6962
TGRH88_000670,7525,4347,7523,7523,6182,6620,6963
TGRH88_038220,5942,7543,5923,5923,7771,6620.4,6964
TGRH88_062240,6898,6458,6892,6892,5966,6621.2,6965
TGRH88_061490,6787,6962,6777,6777,5803,6621.2,6965
TGRH88_017220,6685,5923,6677,6677,7150,6622.4,6967
TGRH88_077810,6735,6945,6726,6726,5988,6624,6968
TGRH88_033730,5874,7779,5854,5854,7759,6624,6968
TGRH88_079020,7494,6960,7491,7491,3690,6625.2,6970
TGRH88_010400,6745,6773,6736,6736,6138,6625.6,6971
TGRH88_022550,7027,5878,7021,7021,6183,6626,6972
TGRH88_049370,7526,5645,7524,7524,4912,6626.2,6973
TGRH88_010340,7007,5709,7001,7001,6417,6627,6974
TGRH88_068920,6300,7002,6284,6284,7268,6627.6,6975
TGRH88_075630,7441,6033,7435,7434,4798,6628.2,6976
TGRH88_015100,6943,6151,6937,6937,6173,6628.2,6976
TGRH88_028430,6275,6872,6260,6260,7480,6629.4,6978
TGRH88_024830,5792,7824,5770,5770,7992,6629.6,6979
TGRH88_065170,6657,7175,6649,6649,6032,6632.4,6980
TGRH88_051820,7299,6099,7295,7295,5178,6633.2,6981
TGRH88_026140,5854,7769,5833,5833,7878,6633.4,6982
TGRH88_023160,7503,4850,7500,7500,5821,6634.8,6983
TGRH88_041920,6930,6779,6924,6924,5625,6636.4,6984
TGRH88_060730,5949,7811,5930,5930,7568,6637.6,6985
TGRH88_030150,7846,4772,7846,7846,4879,6637.8,6986
TGRH88_060750,7545,5882,7543,7543,4687,6640,6987
TGRH88_063430,7557,5869,7555,7555,4679,6643,6988
TGRH88_021290,7853,4206,7853,7853,5472,6647.4,6989
TGRH88_078920,6392,7466,6379,6379,6624,6648,6990
TGRH88_038390,6799,6569,6789,6789,6301,6649.4,6991
TGRH88_035170,6747,6499,6738,6738,6526,6649.6,6992
TGRH88_040660,7860,4912,7860,7860,4757,6649.8,6993
TGRH88_077690,7635,6251,7632,7632,4100,6650,6994
TGRH88_070510,7370,6846,7364,7363,4317,6652,6995
TGRH88_013160,6830,6282,6822,6822,6513,6653.8,6996
TGRH88_084000,6213,7816,6197,6198,6855,6655.8,6997
TGRH88_056140,7515,5581,7512,7512,5165,6657,6998
TGRH88_037680,7613,5084,7611,7612,5366,6657.2,6999
TGRH88_036410,5932,7665,5913,5913,7863,6657.2,6999
TGRH88_080440,7140,7257,7137,7136,4618,6657.6,7001
TGRH88_042700,6817,6977,6809,6809,5880,6658.4,7002
TGRH88_021210,6798,6304,6788,6788,6615,6658.6,7003
TGRH88_061290,7144,6883,7141,7141,4991,6660,7004
TGRH88_051910,7043,6511,7038,7038,5676,6661.2,7005
TGRH88_072100,7310,6704,7305,7305,4692,6663.2,7006
TGRH88_060380,6929,6605,6923,6923,5945,6665,7007
TGRH88_060840,7510,5607,7507,7507,5194,6665,7007
TGRH88_082780,7346,6948,7340,7340,4364,6667.6,7009
TGRH88_016560,6319,6691,6304,6304,7726,6668.8,7010
TGRH88_054040,5979,7847,5959,5960,7600,6669,7011
TGRH88_074820,7825,5597,7824,7825,4282,6670.6,7012
TGRH88_007110,6789,6032,6779,6779,6975,6670.8,7013
TGRH88_063050,7364,6557,7358,7357,4720,6671.2,7014
TGRH88_027330,6883,6215,6875,6875,6510,6671.6,7015
TGRH88_075930,6234,7594,6219,6219,7099,6673,7016
TGRH88_026990,6677,6797,6669,6670,6571,6676.8,7017
TGRH88_011210,6755,6612,6746,6746,6539,6679.6,7018
TGRH88_042380,7601,5785,7599,7599,4818,6680.4,7019
TGRH88_033200,7192,5736,7187,7187,6103,6681,7020
TGRH88_065260,6339,7437,6325,6325,6981,6681.4,7021
TGRH88_042310,7226,6567,7221,7221,5177,6682.4,7022
TGRH88_009730,7668,4986,7666,7667,5427,6682.8,7023
TGRH88_012210,5901,7725,5883,5883,8024,6683.2,7024
TGRH88_073630,6008,7974,5988,5988,7461,6683.8,7025
TGRH88_034280,5829,8043,5809,5809,7939,6685.8,7026
TGRH88_048390,7473,5615,7469,7469,5407,6686.6,7027
TGRH88_066470,5983,7889,5963,5963,7640,6687.6,7028
TGRH88_058280,7835,5112,7835,7836,4833,6690.2,7029
TGRH88_021990,6092,7295,6072,6072,7926,6691.4,7030
TGRH88_034800,5923,7784,5905,5905,7942,6691.8,7031
TGRH88_039550,7672,5114,7670,7670,5333,6691.8,7031
TGRH88_018940,6114,7601,6094,6094,7560,6692.6,7033
TGRH88_009930,5802,7979,5781,5781,8122,6693,7034
TGRH88_017690,6150,7130,6130,6130,7928,6693.6,7035
TGRH88_041470,6321,7126,6306,6306,7421,6696,7036
TGRH88_082970,7154,7244,7151,7151,4785,6697,7037
TGRH88_053590,7216,6600,7211,7211,5254,6698.4,7038
TGRH88_025210,7931,4295,7931,7931,5406,6698.8,7039
TGRH88_074180,7612,5989,7610,7610,4681,6700.4,7040
TGRH88_075780,6922,6553,6916,6916,6198,6701,7041
TGRH88_027410,6266,7146,6252,6252,7590,6701.2,7042
TGRH88_047990,6373,7348,6359,6359,7073,6702.4,7043
TGRH88_069560,6053,7986,6032,6032,7413,6703.2,7044
TGRH88_064280,6224,7515,6208,6208,7363,6703.6,7045
TGRH88_070490,7897,5487,7897,7897,4341,6703.8,7046
TGRH88_082070,7856,6784,7856,7856,3170,6704.4,7047
TGRH88_056660,6362,7440,6348,6348,7026,6704.8,7048
TGRH88_069780,6143,7648,6124,6124,7491,6706,7049
TGRH88_041150,5841,8047,5820,5821,8002,6706.2,7050
TGRH88_048880,6423,7095,6411,6411,7191,6706.2,7050
TGRH88_026960,6725,6726,6716,6716,6657,6708,7052
TGRH88_045890,7106,6506,7103,7103,5726,6708.8,7053
TGRH88_014870,7828,4262,7827,7827,5802,6709.2,7054
TGRH88_043830,6760,6504,6751,6751,6780,6709.2,7054
TGRH88_009230,6535,6484,6522,6522,7485,6709.6,7056
TGRH88_074410,6874,6247,6893,6893,6644,6710.2,7057
TGRH88_064930,7818,6236,7817,7817,3875,6712.6,7058
TGRH88_031250,6714,6544,6705,6705,6906,6714.8,7059
TGRH88_039450,6101,7488,6082,6082,7833,6717.2,7060
TGRH88_002620,7701,4040,7699,7699,6450,6717.8,7061
TGRH88_053500,7207,6159,7202,7202,5822,6718.4,7062
TGRH88_016050,6449,6759,6437,6437,7516,6719.6,7063
TGRH88_065570,7110,7325,7107,7107,4955,6720.8,7064
TGRH88_050740,7417,5685,7411,7411,5680,6720.8,7064
TGRH88_083280,7375,7017,7369,7369,4479,6721.8,7066
TGRH88_015800,7339,5542,7333,7333,6066,6722.6,7067
TGRH88_021440,6774,6878,6764,6764,6443,6724.6,7068
TGRH88_082270,6252,7763,6238,6238,7134,6725,7069
TGRH88_054750,7232,6521,7227,7227,5425,6726.4,7070
TGRH88_047190,6316,7090,6301,6301,7626,6726.8,7071
TGRH88_008420,6956,6231,6951,6951,6554,6728.6,7072
TGRH88_030850,6209,7339,6193,6193,7716,6730,7073
TGRH88_010970,7962,4760,7962,7962,5005,6730.2,7074
TGRH88_039470,5909,8044,5891,5891,7916,6730.2,7074
TGRH88_024460,6342,7165,6327,6327,7492,6730.6,7076
TGRH88_002670,7362,6002,7356,7356,5582,6731.6,7077
TGRH88_007030,5842,8046,5821,5820,8132,6732.2,7078
TGRH88_075020,7004,7356,6998,6998,5317,6734.6,7079
TGRH88_042240,7099,6508,7095,7095,5878,6735,7080
TGRH88_040450,6278,7498,6263,6263,7385,6737.4,7081
TGRH88_076480,7762,6792,7761,7761,3616,6738.4,7082
TGRH88_023130,6732,6345,6723,6723,7171,6738.8,7083
TGRH88_078060,7079,7376,7075,7075,5092,6739.4,7084
TGRH88_074590,6136,7989,6117,6117,7338,6739.4,7084
TGRH88_069660,7803,5714,7802,7802,4579,6740,7086
TGRH88_080170,6318,7679,6303,6303,7101,6740.8,7087
TGRH88_082690,7555,6674,7553,7553,4372,6741.4,7088
TGRH88_039610,7095,6531,7092,7092,5897,6741.4,7088
TGRH88_008310,6671,6455,6664,6665,7258,6742.6,7090
TGRH88_026700,5875,8041,5855,5855,8089,6743,7091
TGRH88_071160,7408,6072,7402,7402,5441,6745,7092
TGRH88_012400,6465,6589,6453,6453,7766,6745.2,7093
TGRH88_006800,6197,7127,6181,6181,8040,6745.2,7093
TGRH88_006350,6203,7304,6187,6187,7846,6745.4,7095
TGRH88_052940,7570,5979,7568,7568,5048,6746.6,7096
TGRH88_076750,6194,7685,6178,6178,7498,6746.6,7096
TGRH88_035570,6635,6745,6628,6628,7098,6746.8,7098
TGRH88_048870,7076,6861,7072,7072,5654,6747,7099
TGRH88_002510,6561,6503,6548,6548,7576,6747.2,7100
TGRH88_048690,7104,6010,7101,7101,6423,6747.8,7101
TGRH88_048270,6727,6767,6718,6717,6817,6749.2,7102
TGRH88_083270,7423,6417,7417,7417,5072,6749.2,7102
TGRH88_053600,7644,5595,7641,7641,5240,6752.2,7104
TGRH88_031060,6042,7718,6021,6021,7964,6753.2,7105
TGRH88_027800,6388,7122,6375,6375,7515,6755,7106
TGRH88_025020,7585,4997,7583,7583,6030,6755.6,7107
TGRH88_003920,7560,4712,7558,7558,6407,6759,7108
TGRH88_034350,7492,6116,7489,7489,5210,6759.2,7109
TGRH88_062780,7107,7045,7104,7104,5445,6761,7110
TGRH88_028910,6599,6546,6588,6588,7486,6761.4,7111
TGRH88_008070,6852,6423,6844,6844,6852,6763,7112
TGRH88_015220,6684,6854,6676,6676,6927,6763.4,7113
TGRH88_061330,7890,5301,7890,7890,4847,6763.6,7114
TGRH88_048240,6246,7585,6232,6232,7526,6764.2,7115
TGRH88_045630,7002,6565,7060,7060,6145,6766.4,7116
TGRH88_067890,6331,7566,6316,6316,7306,6767,7117
TGRH88_067410,6296,7746,6281,6280,7232,6767,7117
TGRH88_082530,7796,5978,7795,7795,4473,6767.4,7119
TGRH88_065960,6067,8039,6047,6047,7638,6767.6,7120
TGRH88_027250,6160,7592,6141,6141,7810,6768.8,7121
TGRH88_045610,6461,7072,6450,6450,7412,6769,7122
TGRH88_003080,7789,4099,7788,7788,6382,6769.2,7123
TGRH88_029770,6490,7202,6479,6479,7206,6771.2,7124
TGRH88_078790,7633,5556,7832,7832,5003,6771.2,7124
TGRH88_058050,7589,5687,7587,7587,5421,6774.2,7126
TGRH88_012370,7182,6041,7178,7178,6295,6774.8,7127
TGRH88_002050,6311,6982,6296,6296,7990,6775,7128
TGRH88_076630,8026,5449,8026,8026,4356,6776.6,7129
TGRH88_003010,6016,7785,5995,5995,8113,6780.8,7130
TGRH88_040150,7616,5203,7614,7614,5863,6782,7131
TGRH88_079970,7699,6218,7697,7697,4605,6783.2,7132
TGRH88_067540,7049,6939,7044,7044,5844,6784,7133
TGRH88_022370,7819,4803,7818,7818,5667,6785,7134
TGRH88_054160,7957,5005,7957,7957,5051,6785.4,7135
TGRH88_045920,6907,6893,6902,6902,6324,6785.6,7136
TGRH88_037190,7315,6390,7310,7310,5610,6787,7137
TGRH88_053690,6096,7839,6077,6078,7850,6788,7138
TGRH88_077280,7586,6366,7584,7584,4820,6788,7138
TGRH88_002340,6049,7728,6028,6028,8110,6788.6,7140
TGRH88_027730,6087,7733,6067,6067,7994,6789.6,7141
TGRH88_081830,6687,7143,6679,6679,6766,6790.8,7142
TGRH88_053270,6934,7139,6928,6928,6026,6791,7143
TGRH88_056760,6273,7622,6258,6258,7545,6791.2,7144
TGRH88_027050,6305,7188,6289,6289,7891,6792.4,7145
TGRH88_056640,7689,6552,7687,7687,4348,6792.6,7146
TGRH88_026290,6860,6856,6852,6852,6546,6793.2,7147
TGRH88_047950,7755,5400,7754,7753,5304,6793.2,7147
TGRH88_023470,7432,5388,7426,7426,6296,6793.6,7149
TGRH88_022520,7839,4882,7839,7839,5570,6793.8,7150
TGRH88_079780,7696,6406,7694,7694,4482,6794.4,7151
TGRH88_032120,6524,6889,6513,6513,7534,6794.6,7152
TGRH88_067170,7934,5686,7934,7934,4489,6795.4,7153
TGRH88_050930,7627,6037,7625,7625,5078,6798.4,7154
TGRH88_024170,5997,7960,5977,5977,8083,6798.8,7155
TGRH88_021710,6268,7289,6253,6253,7932,6799,7156
TGRH88_042000,6132,7868,6113,6113,7776,6800.4,7157
TGRH88_041710,7293,5873,7289,7289,6262,6801.2,7158
TGRH88_024030,7735,5053,7732,7732,5758,6802,7159
TGRH88_039920,7653,5913,7651,7651,5146,6802.8,7160
TGRH88_002640,7753,4286,7752,7752,6472,6803,7161
TGRH88_080340,6957,7507,6952,6952,5649,6803.4,7162
TGRH88_009890,7350,5584,7344,7343,6400,6804.2,7163
TGRH88_074040,7499,7280,7496,7496,4258,6805.8,7164
TGRH88_056000,7804,5832,7803,7803,4788,6806,7165
TGRH88_057400,6191,7883,6175,6175,7609,6806.6,7166
TGRH88_078750,7351,6793,7345,7345,5206,6808,7167
TGRH88_041940,6896,6731,6890,6890,6635,6808.4,7168
TGRH88_032630,6879,6858,6871,6871,6563,6808.4,7168
TGRH88_053040,7863,5698,7863,7863,4759,6809.2,7170
TGRH88_026750,6939,6580,6933,6933,6663,6809.6,7171
TGRH88_017620,7124,6355,7121,7121,6327,6809.6,7171
TGRH88_021870,6051,7939,6030,6030,8005,6811,7173
TGRH88_048460,6565,7103,6552,6552,7283,6811,7173
TGRH88_071070,7281,6672,7277,7277,5552,6811.8,7175
TGRH88_017570,6813,6239,6805,6805,7399,6812.2,7176
TGRH88_023980,6083,7812,6063,6063,8047,6813.6,7177
TGRH88_007310,6960,6155,6955,6955,7045,6814,7178
TGRH88_050350,7024,6744,7018,7018,6274,6815.6,7179
TGRH88_017100,6477,7051,6465,6465,7625,6816.6,7180
TGRH88_011340,6095,7798,6075,6075,8041,6816.8,7181
TGRH88_018020,6660,6954,6652,6652,7176,6818.8,7182
TGRH88_059370,6116,8001,6096,6096,7795,6820.8,7183
TGRH88_028000,6111,7932,6091,6091,7883,6821.6,7184
TGRH88_023930,6337,7182,6323,6323,7951,6823.2,7185
TGRH88_063180,6156,7975,6136,6136,7713,6823.2,7185
TGRH88_004370,6750,6764,6741,6741,7127,6824.6,7187
TGRH88_072120,6205,7991,6189,6190,7549,6824.8,7188
TGRH88_054500,6482,7412,6470,6470,7315,6829.8,7189
TGRH88_017750,7173,6403,7169,7169,6240,6830.8,7190
TGRH88_049470,7169,6888,7165,7165,5772,6831.8,7191
TGRH88_039810,7003,7031,6997,6997,6133,6832.2,7192
TGRH88_010810,6376,7317,6362,6361,7747,6832.6,7193
TGRH88_016130,6723,6609,6714,6714,7407,6833.4,7194
TGRH88_015450,7623,6337,7621,7621,4966,6833.6,7195
TGRH88_079110,6800,7512,6791,6791,6275,6833.8,7196
TGRH88_063750,6478,7501,6466,6466,7259,6834,7197
TGRH88_028840,6381,7399,6367,6368,7662,6835.4,7198
TGRH88_057800,6265,7722,6251,6251,7699,6837.6,7199
TGRH88_013350,7568,5623,7566,7566,5867,6838,7200
TGRH88_061940,7301,6684,7297,7297,5619,6839.6,7201
TGRH88_041220,6473,7113,6461,6461,7696,6840.8,7202
TGRH88_080980,6504,7371,6492,6492,7359,6843.6,7203
TGRH88_036030,7307,6594,7302,7302,5716,6844.2,7204
TGRH88_006600,7641,6956,7638,7638,4350,6844.6,7205
TGRH88_039820,7830,5193,7829,7829,5542,6844.6,7205
TGRH88_005540,6395,7229,6382,6382,7838,6845.2,7207
TGRH88_026190,6212,7688,6196,6196,7937,6845.8,7208
TGRH88_009550,6115,7843,6095,6095,8086,6846.8,7209
TGRH88_041480,7737,5813,7734,7734,5229,6849.4,7210
TGRH88_080500,6500,7776,6489,6487,7002,6850.8,7211
TGRH88_040880,6262,7602,6248,6248,7895,6851,7212
TGRH88_059430,6255,7831,6241,6241,7702,6854,7213
TGRH88_031860,7513,5871,7510,7510,5871,6855,7214
TGRH88_015020,6951,6587,6945,6945,6850,6855.6,7215
TGRH88_050770,7068,6666,7064,7064,6418,6856,7216
TGRH88_079450,7045,7349,7040,7040,5806,6856,7216
TGRH88_017850,7849,4790,7849,7850,5944,6856.4,7218
TGRH88_039900,6576,7418,6563,6563,7165,6857,7219
TGRH88_075470,6261,8016,6247,6247,7517,6857.6,7220
TGRH88_065580,7000,7163,6995,6995,6142,6859,7221
TGRH88_025290,7844,4953,7844,7844,5813,6859.6,7222
TGRH88_029970,7816,6620,7815,7815,4233,6859.8,7223
TGRH88_030740,6569,7337,6555,6555,7285,6860.2,7224
TGRH88_019710,6079,8002,6059,6059,8103,6860.4,7225
TGRH88_057340,6167,8003,6148,6148,7844,6862,7226
TGRH88_004400,6200,7647,6183,6183,8102,6863,7227
TGRH88_046630,6125,8014,6106,6106,7965,6863.2,7228
TGRH88_027820,6944,7015,6938,6938,6489,6864.8,7229
TGRH88_049610,7469,6441,7465,7465,5490,6866,7230
TGRH88_003560,6597,6762,6586,6586,7812,6868.6,7231
TGRH88_010570,7857,5389,7857,7857,5401,6872.2,7232
TGRH88_030810,7120,6405,7117,7117,6606,6873,7233
TGRH88_020750,7102,6328,7099,7099,6737,6873,7233
TGRH88_051720,6615,7225,6605,6605,7318,6873.6,7235
TGRH88_027610,8044,4643,8044,8044,5599,6874.8,7236
TGRH88_044280,7146,6953,7142,7142,5999,6876.4,7237
TGRH88_010050,6403,7173,6389,6389,8033,6877.4,7238
TGRH88_022640,6778,6914,6768,6768,7166,6878.8,7239
TGRH88_025110,6949,6550,6943,6943,7009,6878.8,7239
TGRH88_033340,8065,5178,8065,8065,5023,6879.2,7241
TGRH88_036920,6320,7615,6305,6305,7851,6879.2,7241
TGRH88_031840,6796,6472,6786,6785,7557,6879.2,7241
TGRH88_018550,6916,6359,6911,6911,7301,6879.6,7244
TGRH88_064520,6274,7941,6259,6259,7666,6879.8,7245
TGRH88_070420,6340,7915,6326,6326,7496,6880.6,7246
TGRH88_036540,6253,7841,6239,6239,7835,6881.4,7247
TGRH88_080570,7582,7070,7580,7580,4600,6882.4,7248
TGRH88_067120,7808,6110,7807,7807,4885,6883.4,7249
TGRH88_002380,6560,6807,6547,6547,7959,6884,7250
TGRH88_000340,7788,4386,7787,7787,6674,6884.4,7251
TGRH88_063340,7777,6057,7776,7776,5037,6884.6,7252
TGRH88_011490,7145,6393,7143,7143,6608,6886.4,7253
TGRH88_002210,6676,6896,6668,6668,7530,6887.6,7254
TGRH88_067810,6460,7617,6449,6449,7466,6888.2,7255
TGRH88_034740,7659,5600,7657,7657,5876,6889.8,7256
TGRH88_045770,7089,6568,7085,7085,6626,6890.6,7257
TGRH88_044030,7111,7256,7109,7109,5872,6891.4,7258
TGRH88_047760,6839,6996,6831,6831,6960,6891.4,7258
TGRH88_043350,7187,6668,7182,7182,6242,6892.2,7260
TGRH88_037400,7775,5488,7774,7774,5658,6893.8,7261
TGRH88_053520,6408,7590,6394,6394,7685,6894.2,7262
TGRH88_007910,6421,7381,6409,6408,7855,6894.8,7263
TGRH88_016710,6976,6800,6971,6971,6769,6897.4,7264
TGRH88_045650,7125,6802,7122,7122,6320,6898.2,7265
TGRH88_054910,6665,7197,6657,6658,7317,6898.8,7266
TGRH88_084300,6692,7333,6684,6685,7100,6898.8,7266
TGRH88_015820,7815,5491,7814,7814,5561,6899,7268
